"Parámetro","Fecha","Hora","ATM : Atemajac","CEN : Centro ","AGU : Las Águilas","PIN : Las Pintas","LDO : Loma Dorada","MIR : Miravalle","OBL : Oblatos","SFE : Santa Fe","TLA : Tlaquepaque","VAL : Vallarta","COU : Country","SMT : Santa Margarita","SAN : Santa Anita","Unidad"
"CO","2020-01-05","3"," - - - - ","0.71","1.01","0.48","0.38","0.02","0.37","0.58","0.09","0.44"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","4"," - - - - ","0.82","0.87","0.62","0.41","0.01","0.49","0.46","0.1","0.43"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","5"," - - - - ","0.71","0.93"," - - - - ","0.44"," - - - - ","0.54","0.67","0.15","0.6"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","6"," - - - - ","0.76","0.85"," - - - - ","0.48","0.21","0.69","0.38","0.06","0.59"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","7"," - - - - ","0.98","1.3"," - - - - ","0.59","0.33","0.77","0.94"," - - - - ","0.6"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","8"," - - - - ","0.79","1.32"," - - - - ","0.5","0.23","0.64","0.89","0.16","0.59"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","9"," - - - - ","0.48","0.91"," - - - - ","0.5","0.02","0.54","0.32","0.04","0.41"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","10"," - - - - ","0.41","0.7"," - - - - ","0.54"," - - - - ","0.35","0.26","0.12","0.36"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","11"," - - - - ","0.34","0.69"," - - - - ","0.48"," - - - - ","0.32","0.07","0.16","0.32"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","12"," - - - - ","0.37","0.68"," - - - - ","0.44"," - - - - ","0.34","0.08","0.12","0.27"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","13"," - - - - ","0.38","0.65"," - - - - ","0.46"," - - - - ","0.31","0.14","0.17","0.27"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","14"," - - - - ","0.42","0.56"," - - - - ","0.55"," - - - - ","0.27","0.2","0.18","0.28"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","15"," - - - - ","0.42","0.68"," - - - - ","0.52"," - - - - ","0.39","0.14","0.2","0.3"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","16"," - - - - ","0.46","0.7"," - - - - ","0.53"," - - - - ","0.46","0.25","0.22","0.33"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","17"," - - - - ","0.55","0.67"," - - - - ","0.68","0.07","0.51","0.35","0.22","0.36"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","18"," - - - - ","1","1.05"," - - - - ","2.03","1.04","0.84","0.81","0.24","0.44"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","19"," - - - - ","1.55","1.2"," - - - - ","2.8","1.28","1.3","1.08","0.35","0.55"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","20"," - - - - ","2.3","1.26"," - - - - ","3.12","2.18","1.78","1.43","0.51","0.58"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","21"," - - - - ","3.62","1.21"," - - - - ","2.7","2.78","1.8","1.07","0.59","0.5"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","22"," - - - - ","3.82","0.89"," - - - - ","3.24","2.31","3.39","1.35","0.45","0.48"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-05","23"," - - - - "," - - - - ","0.8"," - - - - ","3.88","2.81","2.55","1.01","0.49","0.76"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","0"," - - - - ","3.09","0.99"," - - - - ","2.83","1.21","2.47","1.07","0.56","0.88"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","1"," - - - - ","3.21"," - - - - "," - - - - ","1.86","0.28","3.12","0.87"," - - - - ","0.58"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","2"," - - - - "," - - - - ","0.74"," - - - - ","1.07","0.06","0.92","0.55","0.46","0.57"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","3"," - - - - ","2.24","1.21"," - - - - ","0.76","0.67","0.43","0.44","0.16","0.76"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","4"," - - - - ","1.18","0.96"," - - - - ","0.72","0.55","0.54","0.43","0.07","0.66"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","5"," - - - - ","1.62","0.79"," - - - - ","0.42","1.23","1.2","0.76","0.44","0.54"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","6"," - - - - ","2.62","1.19"," - - - - ","0.85","1.94","1.9","0.95","0.56","0.72"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","7"," - - - - ","1.5","1.74"," - - - - ","2.57","1.93","1.81","1.28","0.52","0.72"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","8"," - - - - ","1.5","1.96"," - - - - ","2.64","2.94","1.24","1.34","0.3","0.82"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","9"," - - - - ","0.56","1.83"," - - - - ","0.53","1.39","0.88","0.85","0.18","0.77"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","10"," - - - - ","0.54","1.71"," - - - - ","0.19","0.46","0.66","0.25","0.29","0.55"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","11"," - - - - ","0.37","1.41"," - - - - ","0.21","0.1","0.42","0.09","0.25","0.44"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","12"," - - - - ","0.29","1.07"," - - - - ","0.22"," - - - - ","0.35"," - - - - ","0.26","0.42"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","13"," - - - - ","0.26","1.06"," - - - - ","0.28"," - - - - ","0.34"," - - - - ","0.21","0.33"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","14"," - - - - ","0.34","1.06"," - - - - ","0.4"," - - - - ","0.41","0.03","0.15","0.32"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","15"," - - - - ","0.28","0.7"," - - - - ","0.38"," - - - - ","0.3","0.04","0.15","0.24"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","16"," - - - - ","0.2","0.65"," - - - - ","0.32"," - - - - ","0.2","0.05","0.08","0.26"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","17"," - - - - ","0.25","0.73"," - - - - ","0.32"," - - - - ","0.21","0.23","0.15","0.3"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","18"," - - - - ","0.5","0.98"," - - - - ","0.79","0.06","0.55","0.58","0.19","0.41"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","19"," - - - - ","1.14","1.04"," - - - - ","1.96","0.37","1.15","0.52","0.27","0.5"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","20"," - - - - ","1.56","0.96"," - - - - ","1.96","1.37","1.05","0.72","0.42","0.52"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","21"," - - - - ","1.61","0.81"," - - - - ","2.02","0.73","0.81","0.86","0.37","0.51"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","22"," - - - - ","1.42","1.04"," - - - - ","1.49","0.45","0.73","1","0.34","0.48"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-06","23"," - - - - "," - - - - ","1.32"," - - - - ","1.46","0.46","0.81","0.81","0.42","0.46"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","0"," - - - - ","1.96","1.26"," - - - - ","1.45","1.39","0.58","0.29","0.3","0.4"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","1"," - - - - "," - - - - "," - - - - "," - - - - ","1.43","1.11","0.48","0.34"," - - - - ","0.48"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","2"," - - - - ","1.79","1.12"," - - - - ","1.21","0.93","0.9","0.3","0.2","0.6"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","3"," - - - - ","1.73","0.79"," - - - - ","0.91","1.34","0.8","0.25","0.21","0.65"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","4"," - - - - ","1.61","0.93"," - - - - ","0.88","1.02","0.69","0.15","0.16","0.55"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","5"," - - - - ","1.29","0.98"," - - - - ","1.04","0.83","0.81","0.19"," - - - - ","0.61"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","6"," - - - - ","1.14","2.06"," - - - - ","1.37","1.94","1.04","0.55"," - - - - ","0.69"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","7"," - - - - ","1.41","2.14"," - - - - ","0.86","1.52","1.4","1.07","0.16","0.87"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","8"," - - - - ","2.34","2.06"," - - - - ","1.99","2.46","1.77","1.14","0.51","1.01"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","9"," - - - - ","1.7","2.29"," - - - - ","1.43","1.8","1.14","0.6","0.23","0.85"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","10"," - - - - ","0.64","1.96"," - - - - ","0.59","0.27","0.76","0.29"," - - - - ","0.71"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","11"," - - - - ","0.46","1.37"," - - - - ","0.47","0.01","0.53","0.09"," - - - - ","0.5"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","12"," - - - - ","0.38","1.03"," - - - - ","0.44","0.01","0.52"," - - - - "," - - - - ","0.35"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","13"," - - - - ","0.45","0.86"," - - - - ","0.4"," - - - - ","0.41"," - - - - "," - - - - ","0.31"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","14"," - - - - ","0.4","0.88"," - - - - ","0.39","0.09","0.44"," - - - - "," - - - - ","0.33"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","15"," - - - - ","0.44","0.89"," - - - - ","0.37","0.01","0.53"," - - - - "," - - - - ","0.3"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","16"," - - - - ","0.59","0.92"," - - - - ","0.37"," - - - - ","0.68"," - - - - "," - - - - ","0.34"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","17"," - - - - ","0.68","1.04"," - - - - ","0.41","0.02","1.06"," - - - - "," - - - - ","0.39"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2020-01-07","18"," - - - - ","1.2","1.63"," - - - - ","0.99","0.8","2.04","0.07"," - - - - ","0.7"," - - - - "," - - - - "," - - - - ","ppm"
