"Parámetro","Fecha","Hora","ATM : Atemajac","CEN : Centro ","AGU : Las Águilas","PIN : Las Pintas","LDO : Loma Dorada","MIR : Miravalle","OBL : Oblatos","SFE : Santa Fe","TLA : Tlaquepaque","VAL : Vallarta","COU : Country","SMT : Santa Margarita","SAN : Santa Anita","Unidad"
"CO","2019-01-01","23","1.9"," - - - - ","1.23","2.57","2.14","1.23","1.09"," - - - - ","3.03","0.52"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","0","1.64"," - - - - ","1.06","2.41","2.35","1.06","0.85"," - - - - ","3.48","0.85"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","1","1.19"," - - - - ","0.63","2.68","1.8","0.63","1.17"," - - - - ","2.84","0.77"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","2","0.87"," - - - - ","0.46","2.97","1.17","0.46","1.85"," - - - - ","2.36","0.73"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","3","0.81"," - - - - ","0.51","2.28","1.01","0.51","1.23"," - - - - ","2.08","0.47"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","4","0.84"," - - - - ","0.58","2.2","1.11","0.58","1.14"," - - - - ","1.83","1.06"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","5","1.22"," - - - - ","0.74","2.29","0.99","0.74","0.65"," - - - - ","1.37","1.38"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","6","1.52"," - - - - ","0.89","2.99","1.61","0.89","0.99"," - - - - ","2.28","1.06"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","7","2.23"," - - - - ","1.91","3.64","2.21","1.91","1.59"," - - - - ","1.85","1.34"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","8","2.31"," - - - - ","2.32","3.31","3.08","2.32","2.31"," - - - - ","1.69","1.71"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","9","2.69"," - - - - ","1.93","2.79","1.47","1.93","2.38"," - - - - ","0.98","2.12"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","10","1.71"," - - - - ","1.67","2.28","1.17","1.67","1.4"," - - - - ","0.94","1.8"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","11","1.86"," - - - - ","1.74","1.53","0.94","1.74","1.04"," - - - - ","1","1.63"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","12","0.91"," - - - - ","0.97","0.4","0.79","0.97","0.64"," - - - - ","0.52","0.74"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","13","0.96"," - - - - ","0.72","0.28","0.55","0.72","0.66"," - - - - ","0.32","0.21"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","14","0.5"," - - - - ","0.56","0.26","0.39","0.56","0.52"," - - - - ","0.16","0.05"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","15","0.41"," - - - - ","0.39","0.17","0.35","0.39","0.44"," - - - - ","0.09","0.02"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","16","0.36"," - - - - ","0.38","0.17","0.36","0.38","0.33"," - - - - ","0.12","0.01"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","17","0.39"," - - - - ","0.4","0.23","0.6","0.4","0.32"," - - - - ","0.25","0.05"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","18","0.93"," - - - - ","0.41","0.25","0.73","0.41","0.48"," - - - - ","0.32","0.13"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","19","0.48"," - - - - ","0.37","0.4","0.68","0.37","0.54"," - - - - ","0.52","0.18"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","20","0.69"," - - - - ","0.36","0.28","0.59","0.36","0.64"," - - - - ","0.22","0.25"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","21","0.8"," - - - - ","0.32","0.23","0.57","0.32","0.84"," - - - - ","0.15","0.21"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","22","1.03"," - - - - ","0.36","0.4","0.77","0.36","1.27"," - - - - ","0.16","0.17"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-02","23","1.38"," - - - - ","0.43","0.46","0.61","0.43","1.03"," - - - - ","0.41","0.26"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","0","1.59"," - - - - ","0.87","0.64","0.82","0.87","1.22"," - - - - ","1.09","0.32"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","1","1.58"," - - - - ","0.92","0.8","0.95","0.92","1.42"," - - - - ","0.67","0.42"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","2","1.06"," - - - - ","0.56","1.36","0.95","0.56","1"," - - - - ","0.25","0.48"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","3","0.78"," - - - - ","0.8","1.51","0.82","0.8","0.62"," - - - - ","0.81","0.43"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","4","0.82"," - - - - ","0.72","1.32","0.93","0.72","0.78"," - - - - ","0.85","0.52"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","5","0.99"," - - - - ","0.95","1.65","0.96","0.95","0.72"," - - - - ","0.69","0.77"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","6","1.97"," - - - - ","1.2","2.3","1.62","1.2","1.63"," - - - - ","1.51","0.75"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","7","2.52"," - - - - ","1.83","2.54","1.58","1.83","1.72"," - - - - ","1.75","1.65"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","8","2.94"," - - - - ","1.52","2.19","2.28","1.52","1.34"," - - - - ","1.94","1.38"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","9","2.36"," - - - - ","1.37","1.62","1.48","1.37","1.35"," - - - - ","0.7","1.02"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","10","1.4"," - - - - ","1.59","0.56","0.85","1.59","1.14"," - - - - ","0.63","1.08"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","11","0.94"," - - - - ","1.16","0.31","0.85","1.16","0.56"," - - - - ","0.63","0.76"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","12","0.65"," - - - - ","0.62","0.17","0.78","0.62","0.69"," - - - - ","0.23","0.36"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","13","0.5"," - - - - ","0.52","0.3","0.76","0.52","0.56"," - - - - ","0.13","0.04"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","14","0.36"," - - - - ","0.38","0.2","0.75","0.38","0.48"," - - - - ","0.16","0.02"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","15","0.29"," - - - - ","0.58","0.22","0.61","0.58","0.34"," - - - - ","0.14","0.02"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","16","0.32"," - - - - ","0.54","0.32","0.73","0.54","0.29"," - - - - ","0.15","0.02"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","17","0.3"," - - - - ","0.42","0.4","0.92","0.42","0.25"," - - - - ","0.2","0.05"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","18","0.6"," - - - - ","0.66","0.64","1.28","0.66","0.38"," - - - - ","0.52","0.1"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","19","1.4"," - - - - ","0.96","0.78","1.77","0.96","0.55"," - - - - ","1.09","0.28"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","20","1.36"," - - - - ","0.81","0.92","1.89","0.81","0.71"," - - - - ","1.23","0.21"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","21","0.81"," - - - - ","0.59","0.83","1.58","0.59","0.76"," - - - - ","0.58","0.27"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","22","0.91"," - - - - ","0.88","2","1.96","0.88","0.58"," - - - - ","0.84","0.43"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-03","23","0.95"," - - - - ","0.77","1.58","1.83","0.77","0.53"," - - - - ","1.44","0.34"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","0","0.76"," - - - - ","0.67","0.69","1.47","0.67","0.72"," - - - - ","1.69","0.46"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","1","0.68"," - - - - ","0.48","0.47","0.9","0.48","0.65"," - - - - ","1.09","0.33"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","2","0.65"," - - - - ","0.75","0.93","1.06","0.75","0.49"," - - - - ","1.51","0.17"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","3","0.48"," - - - - ","0.62","1.55","1.04","0.62","0.41"," - - - - ","1.64","0.18"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","4","0.68"," - - - - ","0.63","1.55","1.02","0.63","0.4"," - - - - ","1.42","0.23"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","5","1.18"," - - - - ","1.14","1.53","1.06","1.14","0.72"," - - - - ","0.92","0.1"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","6","1.31"," - - - - ","1.22","2","1.33","1.22","0.97"," - - - - ","1.13","0.12"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","7","3.02"," - - - - ","2.49","2.34","2.14","2.49","1.88"," - - - - ","1.82","0.79"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","8","2.93"," - - - - ","2.41","2.63","2.73","2.41","1.31"," - - - - ","2.58","0.93"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","9","1.71"," - - - - ","1.78","1.5","1.24","1.78","0.65"," - - - - ","1.13","0.81"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","10","0.77"," - - - - ","1.36","1.03","0.75","1.36","0.49"," - - - - ","0.36","0.61"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","11","0.3"," - - - - ","1.08","0.74","0.69","1.08","0.48"," - - - - ","0.27","0.26"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","12","0.38"," - - - - ","0.83","0.27","0.64","0.83","0.37"," - - - - ","0.17","0.09"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","13","0.34"," - - - - ","0.79","0.13","0.55","0.79","0.4"," - - - - ","0.19","0.08"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","14","0.45"," - - - - ","0.7","0.08","0.5","0.7","0.41"," - - - - ","0.16","0.12"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","15","0.5"," - - - - ","0.69","0.08","0.59","0.69","0.54"," - - - - ","0.12","0.12"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","16","0.56"," - - - - ","0.71","0.09","0.6","0.71","0.61"," - - - - ","0.12","0.3"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","17","0.76"," - - - - ","0.75","0.12","0.63","0.75","0.69"," - - - - ","0.6","0.34"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","18","1.14"," - - - - ","0.83","1.39","1.61","0.83","0.89"," - - - - ","1.46","0.47"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","19","1.6"," - - - - ","1.15","0.92","3.19","1.15","1.18"," - - - - ","2.67","0.41"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","20","3.41"," - - - - ","1.24","1.73","4.08","1.24","1.34"," - - - - ","2.36","0.55"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","21","2.57"," - - - - ","1.52","2.17","3.73","1.52","2.06"," - - - - ","1.84","0.54"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","22","1.83"," - - - - ","1.44","2.88","2.22","1.44","2.35"," - - - - ","2.5","0.7"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-04","23","1.95"," - - - - ","0.71","3.36","1.35","0.71","2.64"," - - - - ","2.07","0.67"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","0","2.25"," - - - - ","0.52","2.45","1.79","0.52","2.3"," - - - - ","2.06","0.3"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","1","2.75"," - - - - ","0.54","1.81","1.66","0.54","1.61"," - - - - ","2.78","0.7"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","2","2.22"," - - - - ","1.18","2.54","1.91","1.18","0.86"," - - - - ","3.04","0.62"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","3","1.59"," - - - - ","1.79","2.03","1.69","1.79","1.02"," - - - - ","2.08","0.92"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","4","1.24"," - - - - ","1.4","2.59","1.27","1.4","0.82"," - - - - ","1.33","1.42"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","5","1.85"," - - - - ","0.66","2.12","1.54","0.66","0.48"," - - - - ","2.29","1.35"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","6","2.07"," - - - - ","1.4","1.7","1.52","1.4","0.92"," - - - - ","2.83","1.67"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","7","2.5"," - - - - ","1.3","4.07","2.41","1.3","1.47"," - - - - ","3.22","2.27"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","8","3.35"," - - - - ","1.75","2.55","2.83","1.75","1.87"," - - - - ","2.41","2.01"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","9","2.35"," - - - - ","1.95","1.51","1.43","1.95","1.15"," - - - - ","1.97","1.15"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","10","1.1"," - - - - ","1.9","0.76","0.88","1.9","0.77"," - - - - ","0.87","0.68"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","11","0.62"," - - - - ","1.57","0.66","0.75","1.57","0.55"," - - - - ","0.61","0.42"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","12","0.53"," - - - - ","1.11","0.47","0.66","1.11","0.4"," - - - - ","0.53","0.17"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","13","0.68"," - - - - ","0.84","0.32","0.62","0.84","0.39"," - - - - ","0.58","0.09"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","14","0.56"," - - - - ","0.8","0.22","0.59","0.8","0.59"," - - - - ","0.49","0.14"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","15","0.66"," - - - - ","0.73","0.08","0.73","0.73","0.52"," - - - - ","0.54","0.09"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","16","0.55"," - - - - ","0.55","0.07","0.54","0.55","0.4"," - - - - ","0.47","0.06"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","17","0.7"," - - - - ","0.58","0.07","0.61","0.58","0.44"," - - - - ","0.46","0.07"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","18","0.77"," - - - - ","0.8","0.65","1.47","0.8","0.59"," - - - - ","0.79","0.18"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","19","1.2"," - - - - ","0.8","0.93","1.73","0.8","0.73"," - - - - ","0.99","0.29"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","20","0.82"," - - - - ","0.81","0.98","2.1","0.81","0.8"," - - - - ","1.28","0.12"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","21","0.45"," - - - - ","0.63","0.71","1.68","0.63","0.55"," - - - - ","1.14","0.08"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","22","0.47"," - - - - ","0.61","0.82","1.91","0.61","0.35"," - - - - ","1.13","0.14"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-05","23","0.67"," - - - - ","0.53","0.78","2.57","0.53","0.42"," - - - - ","1.72","0.15"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","0","0.77"," - - - - ","0.69","0.85","2.31","0.69","0.44"," - - - - ","2.55","0.16"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","1","1.13"," - - - - ","1.14","0.88","2.11","1.14","0.57"," - - - - ","2.2","0.18"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","2","1.19"," - - - - ","0.96","0.56","1.55","0.96","0.54"," - - - - ","1.98","0.21"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","3","0.86"," - - - - ","0.67","1.21","1.6","0.67","0.42"," - - - - ","2.02","0.18"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","4","0.59"," - - - - ","0.46","1.27","1.7","0.46","0.3"," - - - - ","1.28","0.15"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","5","0.87"," - - - - ","0.88","1.53","1.43","0.88","0.31"," - - - - ","0.72","0.17"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","6","1.29"," - - - - ","0.97","1.76","1.28","0.97","0.52"," - - - - ","1.15","0.6"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","7","1.64"," - - - - ","1.93","2.02","2.34","1.93","0.88"," - - - - ","1.48","1.3"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","8","1.56"," - - - - ","1.51","2.59","3.06","1.51","0.89"," - - - - ","1.7","1.49"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","9","0.93"," - - - - ","0.81","1.93","1.17","0.81","0.82"," - - - - ","0.86","0.32"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","10","0.49"," - - - - ","0.66","0.79","0.9","0.66","0.53"," - - - - ","0.81","0.01"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","11","0.42"," - - - - ","0.43","0.62","0.71","0.43","0.38"," - - - - ","0.35","0.01"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","12","0.44"," - - - - ","0.36","0.31","0.49","0.36","0.25"," - - - - ","0.24","0.01"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","13","0.38"," - - - - ","0.36","0.21","0.47","0.36","0.38"," - - - - ","0.29","0.01"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","14","0.41"," - - - - ","0.34","0.15","0.41","0.34","0.26"," - - - - ","0.53","0.01"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","15","0.39"," - - - - ","0.34","0.06","0.35","0.34","0.23"," - - - - ","0.45","0.01"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","16","0.47"," - - - - ","0.4","0.06","0.35","0.4","0.22"," - - - - ","0.56","0.01"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","17","0.36"," - - - - ","0.39","0.13","0.44","0.39","0.24"," - - - - ","0.5","0.01"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","18","0.44"," - - - - ","0.48","0.28","0.64","0.48","0.37"," - - - - ","0.56","0.03"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","19","0.73"," - - - - ","0.54","0.4","0.7","0.54","0.5"," - - - - ","0.5","0.02"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","20","0.46"," - - - - ","0.56","0.64","0.91","0.56","0.35"," - - - - ","0.98","0.02"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","21","0.8"," - - - - ","0.61","1.45","1.19","0.61","0.42"," - - - - ","0.95","0.06"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","22","1.72"," - - - - ","0.95","0.77","2.02","0.95","0.76"," - - - - ","1.64","0.02"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-06","23","0.97"," - - - - ","0.61"," - - - - ","2","0.61","0.45"," - - - - ","1.83","0.04"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","0","1.22"," - - - - ","0.9","0.41","1.85","0.9","0.35"," - - - - ","2.22","0.2"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","1","1.42"," - - - - ","1","0.68","1","1","0.24"," - - - - ","1.73","0.49"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","2","0.97"," - - - - ","0.85","1.48","0.8","0.85","0.45"," - - - - ","1.81","0.23"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","3","0.74"," - - - - ","0.82","1.82","0.82","0.82","0.43"," - - - - ","1.84","0.03"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","4","0.64"," - - - - ","0.76","2.17","0.88","0.76","0.26"," - - - - ","1.17","0.01"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","5","0.98"," - - - - ","1.28","1.98","1.09","1.28","0.34"," - - - - ","0.76","0.01"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","6","1.68"," - - - - ","0.95","2.37","1.8","0.95","1.09"," - - - - ","2.28","0.18"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","7","3.03"," - - - - ","1.37","3.27","2.31","1.37","1.87"," - - - - ","3.44","0.31"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","8","2.57"," - - - - ","2.08","5.58","2.81","2.08","1.6"," - - - - ","2.11","0.51"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","9","1.73"," - - - - ","1.29","3.69","1.08","1.29","1.15"," - - - - ","1.59","0.46"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","10","0.8"," - - - - ","1.14","1.84","0.74","1.14","0.67"," - - - - ","0.8","0.33"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","11","0.44"," - - - - ","1.26","0.79","0.58","1.26","0.54"," - - - - ","0.33","0.47"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","12","0.33"," - - - - ","0.83","0.28","0.55","0.83","0.55"," - - - - ","0.29","0.16"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","13","0.43"," - - - - ","0.68","0.13","0.44","0.68","0.5"," - - - - ","0.25","0.12"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","14","0.47"," - - - - ","0.67","0.19","0.44","0.67","0.47"," - - - - ","0.26","0.15"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","15","0.47"," - - - - ","0.63","0.07","0.48","0.63","0.44"," - - - - ","0.26","0.15"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","16","0.53"," - - - - ","0.56","0.07","0.47","0.56","0.47"," - - - - ","0.2","0.15"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","17","0.81"," - - - - ","0.53","0.14","0.57","0.53","0.69"," - - - - ","0.36","0.17"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","18","0.77"," - - - - ","0.73","0.6","1.13","0.73","0.66"," - - - - ","0.91","0.19"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","19","1.55"," - - - - ","1.14","1.51","1.76","1.14","0.97"," - - - - ","1.57","0.32"," - - - - "," - - - - "," - - - - ","ppm"
"CO","2019-01-07","20","1.8"," - - - - ","1.26","2.26","3.31","1.26","1.34"," - - - - ","2.64","0.44"," - - - - "," - - - - "," - - - - ","ppm"
