"Parámetro","Fecha","Hora","SO : Santa Catarina","NO : San Bernabé","CE : Obispado","NE : San Nicolás","SE : ITNL","N : Escobedo","NO2 : García","NE2 : Apodaca","SE2 : Juárez","SO2 : San Pedro","SE3 : Cadereyta","N2 : UANL","SUR : Preparatoria ITESM Eugenio Garza Lagüera","NE3 : Pesquería","NO3 : Misión San Juan","Unidad"
"PM2.5","2020-01-03","18","4"," - - - - ","4","4","4","8","7"," - - - - "," - - - - ","5"," - - - - ","8","14"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-03","19","7"," - - - - ","4","5","3","6","7"," - - - - "," - - - - ","13"," - - - - "," - - - - ","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-03","20","5"," - - - - ","4","6","6","10","6"," - - - - "," - - - - ","10"," - - - - ","9","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-03","21","4"," - - - - ","6","9","7","6","7","2"," - - - - ","9"," - - - - ","2","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-03","22","4"," - - - - ","6","9","7","5","7","3"," - - - - ","3"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-03","23","5","6","4","7","7","6","7","7"," - - - - ","6"," - - - - "," - - - - ","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","0","4","5","6","10","9","13","8","16"," - - - - ","5","3","21","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","1","8","4","14","17","14","6","7","2"," - - - - ","11","8","28","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","2","8","11","14","18","12","8","7","14"," - - - - ","17","14","26","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","3","7","15","9","14","8","11","8","5"," - - - - ","11","8"," - - - - ","2"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","4","7","12","11","12","8","8","9","8"," - - - - ","5","21","25","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","5","8","10","12","13","9","10","11","2"," - - - - ","8","20","28","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","6","8","14","10","15","8","16","15","5"," - - - - ","4","17","24","2"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","7","13","16","14","17","7","12","14","13"," - - - - ","3","13","27"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","8"," - - - - ","18","18","16","7"," - - - - ","13","4"," - - - - ","5","23","16","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","9"," - - - - ","13","14","17","9","32","13","2"," - - - - "," - - - - ","18","20"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","10"," - - - - ","11","18","16","7","24","13","39"," - - - - "," - - - - ","24","11"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","11"," - - - - ","12","13","11","7","20","11","33"," - - - - ","12","29","12","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","12"," - - - - ","12","12","14","13","14","13","39"," - - - - ","20","22","11","4"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","13"," - - - - ","10","13","15","12","19","14","34"," - - - - ","18","17","11"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","14"," - - - - ","10","21","18","12","23","11","27"," - - - - ","13","19","9","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","15"," - - - - ","14","25","20","11","29","9","26"," - - - - ","11","20","8","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","16"," - - - - "," - - - - ","25","20","11","30","8","25"," - - - - ","18","14","11","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","17"," - - - - "," - - - - ","23","20","9","28","7","36"," - - - - ","13","8","9","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","18"," - - - - "," - - - - ","16","12","9","24","7","35"," - - - - ","16","14","13"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","19"," - - - - "," - - - - ","14","16","10","18","7","40"," - - - - ","11","19","17","18"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","20"," - - - - "," - - - - ","10","25","11","26","7","13"," - - - - ","9","23"," - - - - ","12"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","21"," - - - - "," - - - - ","9","26","12","36","8","19"," - - - - ","18","17","34","13"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","22"," - - - - "," - - - - ","23","26","21","59","10","47"," - - - - ","21","27","14","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-04","23"," - - - - "," - - - - ","44","44","23","31","10","46"," - - - - ","30"," - - - - "," - - - - ","14"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","0"," - - - - ","49","39","49","25","24","10","30"," - - - - ","26","66","27","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","1"," - - - - ","74","36","51","30","40","9","15"," - - - - ","13"," - - - - "," - - - - ","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","2"," - - - - ","42","37","72","13","44","11","19"," - - - - ","10"," - - - - ","60","2"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","3"," - - - - ","23","34","47","11","47","15","27"," - - - - ","10","4","66","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","4"," - - - - ","24","29","55","11","37","15","42"," - - - - "," - - - - "," - - - - ","80"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","5"," - - - - ","21","27","35","23","19","14","27"," - - - - ","8"," - - - - ","41","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","6"," - - - - ","25","22","29","23","21","14","36"," - - - - ","6"," - - - - ","29","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","7"," - - - - ","12","22","27","21","21","15","8"," - - - - ","3","4","22","15"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","8"," - - - - ","18","17","32","15","28","15","10"," - - - - ","2","12","22","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","9"," - - - - ","17","15","32","13","25","16","10"," - - - - ","3","15","11","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","10"," - - - - ","17","17","35","13","35","15","3"," - - - - "," - - - - ","33"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","11"," - - - - ","18","26","32","20","46","18","8"," - - - - "," - - - - ","29"," - - - - ","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","12","6","29","36","34","26","51","19","38"," - - - - ","14","31","18","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","13","6","19","37","38","29","53","19"," - - - - "," - - - - ","25","32","13","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","14","18","15","37","32","20","49","17","31"," - - - - ","23","26","16","22"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","15","26","9","29","20","16","40","14","17"," - - - - ","17","20","20","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","16","25","5","24","16","12"," - - - - ","9","36"," - - - - ","26","19","3"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","17","29","6","21","13","11"," - - - - ","9","14"," - - - - ","16","12","27","25"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","18","39","7","13","14","12"," - - - - "," - - - - ","17"," - - - - ","15","14"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","19","27","25","16","35","16"," - - - - ","11","16"," - - - - ","18","23","31","23"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","20"," - - - - ","51","21","59","20"," - - - - ","9","23"," - - - - ","11","22","29","16"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","21","69","28","23","80","21"," - - - - ","9","41"," - - - - ","13","65","40","17"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","22","56"," - - - - ","40","102","23"," - - - - ","9","18"," - - - - ","21","62","65","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-05","23","52"," - - - - ","39","94","15"," - - - - ","9","36"," - - - - ","28","51","58","12"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","0","45"," - - - - ","32","104","14"," - - - - ","8","20"," - - - - ","23","40","72","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","1","32","30","29","54","12","40","8"," - - - - "," - - - - ","20","27","76"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","2","28","27","28","47","12","28","9","29"," - - - - ","17","9","52","12"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","3","27"," - - - - ","24","30","10","27","10","48"," - - - - ","15","9","46"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","4","23"," - - - - ","21","30","11","34","13","38"," - - - - ","11","13","31","2"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","5","20"," - - - - ","20","44","10","22","13","50"," - - - - ","5","24","7","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","6","18"," - - - - ","33","41","9","17","11","24"," - - - - ","7","37","39"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","7","19"," - - - - ","20","45","7"," - - - - ","11","37"," - - - - ","5","45","67","4"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","8","23"," - - - - ","18","51","7","40","13","60"," - - - - ","8"," - - - - ","66","4"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","9","34"," - - - - ","19","58","8","45","13","11"," - - - - ","5"," - - - - ","32"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","10","24"," - - - - ","21","68","15","55","13","36"," - - - - "," - - - - ","20","20"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","11","13"," - - - - ","17","64","21","95","10","40"," - - - - ","7","22","29","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","12","8"," - - - - ","24","56","35","78","10","81"," - - - - ","5","26","24","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","13","5"," - - - - ","64","50","33","99","9","61"," - - - - ","14","22","43","13"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","14","11","42","111","37","24","90","9","16"," - - - - ","24","22","14","25"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","15"," - - - - ","41","88","44","17","75","10","17"," - - - - ","42","26","28","37"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","16","72","37","63","29","14","55","12","9"," - - - - ","54","22","9","22"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","17","79","29","39","16","16","45","13","30"," - - - - ","38","20","6","26"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","18","52","20","27","19","21","35","11","17"," - - - - ","36","23"," - - - - ","35"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","19","32","19","31","32","25","28","10","30"," - - - - ","11","37","7","21"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","20","28","23","38","43","24","30","9","22"," - - - - ","12","34","11","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","21","30","14","39","25","24","13","11","28"," - - - - ","20","57","7","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","22","51","7","23","14","15","11","10","21"," - - - - ","19","32"," - - - - ","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-06","23","42","8","17","12","9"," - - - - ","10","16"," - - - - ","18","45"," - - - - ","2"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","0","20","8","18","15","10"," - - - - ","8","4"," - - - - "," - - - - ","40","14","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","1","9","9","12","10","7"," - - - - ","7"," - - - - "," - - - - ","4","17","16","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","2","14","11","10","8","5"," - - - - ","6","9"," - - - - ","2","16","36"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","3","9","11","10","10","6"," - - - - ","6","8"," - - - - ","7","13","29","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","4","8","7","15","6","7"," - - - - ","6","10"," - - - - ","12","10","18"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","5","8","7","10","5","6"," - - - - ","7","14"," - - - - ","12","10","18","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","6","6","5","10","6","5"," - - - - ","7","2"," - - - - ","4","9","7","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","7","7","5","10","5","5"," - - - - ","8","8"," - - - - ","3","10","2","4"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","8","10","7","11","7","6"," - - - - ","9","10"," - - - - ","11","14","7","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","9","9","10","11","7","7"," - - - - ","7","5"," - - - - ","5","7","9"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","10","9","8","12","7","6"," - - - - ","7","7"," - - - - ","8","11","9","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","11","8","6","10","6","6"," - - - - ","8","10"," - - - - ","20","13","13","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","12","9","6","10","6","5"," - - - - ","8","17"," - - - - ","11","26"," - - - - ","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","13","9","5","9","7","6"," - - - - ","8","20"," - - - - ","11","16","7","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","14","8","6","11","10","8","8","9","14"," - - - - ","5","15","10"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","15","10","6","17","9","13","8","9","18"," - - - - ","5","25","6","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","16","12","7","22","14","16","10","11","21"," - - - - ","12","18"," - - - - ","27"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","17","15","9","17","11","7","11","12","20"," - - - - ","13","11","25","19"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","18","9","7","11","11","7","8","11","13"," - - - - ","10","11","13","32"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","19","8","7","11","12","7","8","10","16"," - - - - ","4","7","16","14"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","20","9","7","10","12","7","10","10","17"," - - - - ","8","5","2","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","21","9","7","11","21","7","10","10","16"," - - - - ","11","9"," - - - - ","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","22","7","8","12","18","8","11","9","34"," - - - - ","10","29","24","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-07","23","8","9","13","13","10","11","8","22"," - - - - ","10","26","25","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","0","9","9","12","12","12","25","8","16"," - - - - ","6","13","20","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","1","9","8","12","14","10","19","7","17"," - - - - ","10","15"," - - - - ","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","2","23","7","12","12","8","17","8","12"," - - - - ","4","17","17","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","3","28","6","11","9","8","10","9","8"," - - - - ","5","9","9"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","4","27","5","12","9","8","10","9","12"," - - - - ","5","10","20","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","5","29","5","13","11","9","11","11","18"," - - - - ","2","20"," - - - - ","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","6","13","6","15","16","11","11","10","13"," - - - - ","10","4"," - - - - ","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","7","13","9","17","12","12","13","15","16"," - - - - ","7","13","18","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","8","29","11","27","12","12","13","11","13"," - - - - ","9","19","22","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","9","26","13","33","17","14","16","9","15"," - - - - ","6","14","26","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","10","33","14","40","18","17","23","8","20"," - - - - ","11"," - - - - ","15","13"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","11","24","15","42","20","22","20","10","14"," - - - - ","9"," - - - - ","8","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","12","24","15","49","15","17","18","10","14"," - - - - ","23","65","21","13"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","13","35","14","38","14","12","15","11"," - - - - "," - - - - ","31","24"," - - - - ","14"," - - - - "," - - - - ","µg/m³"
"PM2.5","2020-01-08","14","39","13","26","14","12","15"," - - - - ","21"," - - - - ","23","21","6","20"," - - - - "," - - - - ","µg/m³"
