"Parámetro","Fecha","Hora","SO : Santa Catarina","NO : San Bernabé","CE : Obispado","NE : San Nicolás","SE : ITNL","N : Escobedo","NO2 : García","NE2 : Apodaca","SE2 : Juárez","SO2 : San Pedro","SE3 : Cadereyta","N2 : UANL","SUR : Preparatoria ITESM Eugenio Garza Lagüera","NE3 : Pesquería","NO3 : Misión San Juan","Unidad"
"PM2.5","2022-01-01","0"," - - - - ","390","91","407","111","112","223","137"," - - - - ","53","83","259","83"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","1","225","326","113","345","112","157","114","113","364","49","122","370","80"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","2","181","365","92","292","139","162","144","141"," - - - - ","39","153","266","93"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","3","140","257","69","230","178","163","219","168"," - - - - ","35"," - - - - ","290","58"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","4","91","161","68","200","134","171","72","139"," - - - - ","35","192","306","67"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","5","78","145","50","147","93","87","8","89"," - - - - ","27","174","219","52"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","6","49","138","39","136","48","69","7","56"," - - - - ","22","134","111","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","7","31","32","26","123","26","26","5","55"," - - - - ","13","132","35","19"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","8","13"," - - - - ","17","100","19","11","6","39","124","7","107","10","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","9","7"," - - - - ","10","21","19","14","5","8"," - - - - ","7","86","11","12"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","10","11"," - - - - ","10","7","13","7","7","2"," - - - - "," - - - - ","68","9","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","11","23"," - - - - ","16","7","8","9","7"," - - - - ","58","3","37","16","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","12","14"," - - - - ","9","8","8","10","6","4","13","7"," - - - - ","22","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","13","11"," - - - - ","8","6","6","7","10"," - - - - ","10","7"," - - - - ","20","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","14","9"," - - - - ","7","8","6","9","7","2","12","8"," - - - - ","14","23"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","15","8"," - - - - ","7","8","7","8","6","4","12","5"," - - - - ","11","21"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","16","6"," - - - - ","6","5","7","9","5","5"," - - - - ","5"," - - - - ","11","12"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","17","7"," - - - - ","5","5","8","4","5","4","19","3"," - - - - ","6","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","18","12"," - - - - ","10","8","9"," - - - - ","5","6","26"," - - - - "," - - - - ","20","25"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","19","17","8","10","14","11","8","6","8"," - - - - ","2","21","2","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","20","19","23","10","22","16","7","11","17","161","8","37"," - - - - ","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","21"," - - - - ","24","8","49","17","20","13","11","156","5","33","14","16"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","22","49","29","8","61","14","49","15","22","156","11","50","8","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-01","23","41","46","12","58","14","47","22","30","172","9","34","10","14"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","0","36","57","11","68","17","64","19","34","162","11","18","16","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","1","23","57","14","51","11","68","11","45","176","7","29","27"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","2","14","28","9","43","11","55","8","37","71","7","31","16","21"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","3","11","15","9","43","6","41","6","30","50","5","25","9","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","4","9"," - - - - ","15","22","11","37","5","17","49","7","21","7"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","5","20"," - - - - ","18","12","13","33"," - - - - ","18","106","12","13","13","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","6","15"," - - - - ","12","18","11","11","19","23","63","8","11","5","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","7","10"," - - - - ","13","18","15","11","10","23","41","9","13","6","26"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","8","14"," - - - - ","18","14","13","14","12","16","25","11","9"," - - - - ","32"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","9","17"," - - - - ","17","10","10","12","12","14","18","10","8","2","19"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","10","16"," - - - - ","16","10","8","10","11","11","18","11","9"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","11","14"," - - - - ","14","10","9","10","11","9"," - - - - ","13","8"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","12","15"," - - - - ","13","8","8","8","11","11","15","7","7","4","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","13","14"," - - - - ","12","8","8","7","12","12","16","9","5","6","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","14","14"," - - - - ","11","7","7","7","11","5","15","4","6","10"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","15","13"," - - - - ","10"," - - - - ","7","6","10","8","13","8","7","8","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","16","12"," - - - - ","9"," - - - - ","6","6","10","8","12","7","8","10","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","17","13"," - - - - ","9"," - - - - ","7","7","10","9","14","5","7","3","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","18","12"," - - - - ","9"," - - - - ","7","7","11","12","18","9","6","9","26"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","19","13"," - - - - ","10"," - - - - ","7","7","12","11","23","7","6","3","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","20","14"," - - - - ","9"," - - - - ","8","5","10","13","20","8","8"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","21","11","8","8"," - - - - ","7","4","10","6"," - - - - ","8","13"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","22","13","5","8"," - - - - ","6","3","9","5"," - - - - "," - - - - ","10"," - - - - ","17"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-02","23","12","7","8"," - - - - ","6","4","8","6"," - - - - ","9","3"," - - - - ","12"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","0","10","5","8"," - - - - ","6","4","7","2"," - - - - ","5","5","3","2"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","1","9","8","6","5","5","4","7","6"," - - - - ","7","7","2","22"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","2","7","8","6","7","7","4","6","4"," - - - - ","7","8","3","17"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","3","6","6","5","8","7","5","6","5"," - - - - ","3","3","6","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","4","6","9","4","10","8","6","12","5"," - - - - ","4","10","4","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","5","11","9","4","8","12","11","9","7"," - - - - ","2","8","3"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","6","16","13","4","5","12","13","11","13"," - - - - ","4","11","10"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","7","16","20","5","18","11","8","15","12"," - - - - ","8","8","8","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","8","38","22","6","17","10","8","17","16"," - - - - ","6","14","15","21"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","9","29","15","10","9","5","16","18","22"," - - - - ","5","17","4"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","10","20","18","7","9","6","13","10","26"," - - - - ","8","16","12","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","11","18","12","10","12","6","11","11","17"," - - - - ","10","9","22","2"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","12","13","11","11","8","8","10","16","11"," - - - - ","6","4","20","12"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","13","15","6","11","7","14","6","12","5","7","9"," - - - - ","16","14"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","14","13","3","10","9","15","6","14","10","12","6"," - - - - ","13","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","15","13","6","9","9","15","6","14","10","7","6","3","14"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","16","12","3","9","9","13","7","12","9","8","7","3","14"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","17","11","7","8","7","10","6","10","6","6","9","4","8","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","18","10","8","7","7","8","5","9","10","8","9","7","12"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","19","9","9","8","8","9","6","10","18","9","6","7","10","29"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","20","11","13","8","9","5","6","14","27","13","7"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","21","11","9","6","11","4","6","12","9","41","7","10","3","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","22","8","16","5","11","4","8","12","13","29","2","13"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-03","23","13","12","5","9","4","9","10","13","22","4","24","2","15"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","0","21","12","11","9","6","10","12","12","35","6","9","10"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","1","25","13","27","6","6","5","13","7","17","13","7","13"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","2","28","15","12","7","7","5","17","14","18","13","13","5","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","3","31","16","11","12","6","6","16","15","19","10","13","9","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","4","35","20","14","14","9","19","32","8","47","17","11","10","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","5","24","19","32","13","16","11","18","11","37","22","14","17"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","6","31","20","25","11","20","16","14","13","26","16","11","19","2"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","7","42","19","19","13","22","13","19","15","45","9","11","21","21"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","8","49","19","25","16","22","14","26","23","47","11","23","13","37"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","9","53","26","29","17","22","27","26","30","79","19","31","14","17"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","10","37","19","29","12","23","14","23","30","28","28","33","15","25"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","11","29","14","31","22","26","14","29","21","19","33","19","19","27"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","12","37","14","33","31","29","15","37","24","25","28","13","38","19"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","13","43","21","48","34","35","21","28","27","33","19","15","46","25"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","14","51","31","49","39","40","31","37","29","33","21","19"," - - - - ","23"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","15","64","40","53","37","28","29","47","29","24","25","18","39","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","16","67","38","45","41","26","35","51","34","21","27","18","43","31"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","17","63","41","32","34","17","32","58","42","24","24","16","32","16"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","18","63","36","24","18","18","38","54","33","27","20","13","21","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","19","47","25","23","27","22","33","55","25","28","17","18","12","45"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","20","77","23","29","36"," - - - - ","45","68","32"," - - - - ","18","30","12","22"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","21","104","22","33","45","19","46","57","40","109","19","40","17","36"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","22","106","63","41","45","19","35","53","63","145","21","39","20","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-04","23","147","60","63","55","21","34","80","86","129","26","42","24"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","0","108","56","71","68","20","57","70","67","150","24","38","58"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","1","80","46","69","58","23","43","62","70","86","18","44","43","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","2","95","52"," - - - - ","63","26","38","56","88","84","26","45","48"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","3","69","59","76","59","22","28","55","84","97","48","70","46","34"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","4","51","61","59","76","22","30","50","73","91","34","68","45","36"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","5","53","55","35","75","22","40","42","65","68","15","45","56","29"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","6","47","47","32","76","21","55","32","64","71","16","38","41","30"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","7","42","37","21","96","16","46","25","57","54","11","38","32"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","8","46","29","20","59","12","40","19","57","68","5","32","35","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","9","49","24","20","49","13","44","19","61","81","6","39","10","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","10","42","18","18","54","11","45","19","64","57","11","42","26"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","11","34","18","15","39","15","38","18","49","40","8","35","25","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","12","11","6","13","31","12","31","8","38","29","8","26","29","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","13","11"," - - - - ","20","22","16","13","11","24","26","6","10","27","42"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","14","16"," - - - - ","17","18","29","9","11","4","22","11","13","24"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","15","19"," - - - - ","13","18","31","8","8","26","29","12","41","22","31"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","16","18","3","16","19","20","9","10","9","28","11","29","19","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","17","19","15","18","22","14","15","13","9","12","12","10","28"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","18","19","27","23","12","17","13","19","4","11","12","15","19"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","19","22","22","21","16","13","15","22","8","30","11","15","7","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","20","25","14","17","16","8","15","21","20","69","15","24","2","16"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","21","35","17","17","25","12","21","24","36","63","15","41","3"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","22","64","25","20","26","15","18","28","40","45","14","46","10","29"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-05","23","56","42","25","23","17","29","39","24","41","15","39","16","18"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","0","55","46","27","32","17","27","33","31","59","16","33","11","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","1","47","41","27","42","12","38","26","35","58","10","21","24","21"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","2","43","32","26","40","16","36","21","41","68","17","49","39","16"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","3","49","32","26","41","13","33","17","38","53","14","73","39","14"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","4","46","38","26","47","12","26","17","49","51","13","46","46","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","5","51","43","29","42","13","28","17","49","55","16","41","22","37"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","6","38","47","26","48","13","27","19","46","58","17","40","37","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","7","40","43","21","53","13","34","20","47","45","11","46","39","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","8","52","35","22","59","13","36","21","50","50","11","36","33","32"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","9","63","30","28","57","15","39","23","47","56","16","39","19","19"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","10","59","25","43","61","16","40","26","51","45","12","44","56"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","11","19","17","22","48","25","39","21","42","30","8","41","48","14"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","12","11","14","21","34","22","30","16","34","30","5","21","28","15"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","13","17"," - - - - ","33","37","36"," - - - - ","14","38"," - - - - ","15","23","37","29"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","14","22","16","45","26","42","21","11","36","23","20","19","32","29"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","15","45","21","56","24","38"," - - - - ","13","37","21","25","17","29"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","16","45","23","33","23","18","16","17","17","16","26","15","33","30"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","17","32","28","26","18","15","14","23","13","21","23","22","30","36"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","18","30","24","25","18","18","13","33","9","19","22","21","26","37"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","19","35","29","28","23","15","13","28","11","44","17","19","21","36"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","20","32","32","28","27","11","20","20","24","56","19","23","17","27"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","21","30","28","22","26","14","30","17","30","58","21","34","5","17"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","22","27","23","25","50","15","40","20","28","108","18","35","28","17"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-06","23","25","16","48","28","22","53","19","30","79","19","39","25","45"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","0","26","22","43","23","12","58","24","33","77","18","26","18","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","1","22","9","30","21","20","18","22","27","62","27","17","19","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","2","27","15","20","12","17","9","13","15","19","23","17","10","13"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","3","28","14","19","11","15","9","13","13","35","20","18","5","12"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","4","25","12","15","11","11","8","18","8","28","14","11","10","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","5","22","13","23","10","12","8","12","6","16","14","9","4","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","6","22","14","20","10","12"," - - - - ","13","7","18"," - - - - ","10","5"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","7","24","15","19","10","13","7","14","8","15","13","7","7","21"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","8","25","12","19","10","15","7","13","10","15","14","7","4","24"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","9","26","14","21","12","12","9","14","12","13","13","6","6","4"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","10","29","20","33","13","11","11","14","14","14","13","10","14","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","11","31","21","36","19","14","12","17","19","17","14","7","9","18"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","12","36","13","39","23","19","14","25","22","16","18","8","15","18"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","13","34","15","46","23","29","17","24","35","20","13","9","18","2"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","14","47","27","49","24","40","20","28","43","26","24","12","37","24"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","15","58","27","45","28","33","22","28","37","26","26","11","26","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","16","56","28","50","33","25","22","33","24","32","24","15","26","16"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","17","56","32","54","38","26","18","31","43","33","28","19","31","23"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","18","61","32","48","38","32","21","37","37","34","30","15","27","35"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","19","60","35","36","31","28","24","36","23","29","35","14","26","38"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","20","50","38","37","28","22","25","36","32","22","30","14","23","39"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","21","54","38","38","26","22","21","40","29","31","27"," - - - - ","18","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","22","61","29","37","21","21","19","44","26","30","27","11","14","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-07","23","64","24","36","23","18","17","46","21","27","21","8","16","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","0","68","17","36","21","18","18","47","17","27","23","13","14","12"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","1","66","22","33","21","19","18","47","6","25","20","7","12","37"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","2","73","32","33","29","19","19","55","14","25","26","10","23","28"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","3","70","27","36","22","20","23","52","16"," - - - - ","30","14","20","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","4","84","27","40","22","22","21","48","21","28","30","13","18","17"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","5","79","30","39","24","26","20","48","21","35","29","19","27","25"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","6","81","30","36","29","26","23","52","25","51","30","28","28","16"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","7","62","35","52","31","26","24","55","26","30","35","42","33","30"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","8","62","39","56","35","37","28","55","30","32","38","31","31","16"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","9","70","48","60","42","44","30","67","36","39","44","22","31","28"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","10","82","51","68","46","43","29","72","38","50","46","18","37","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","11","110","53","73","54","51","36","72","49","58","44","21","50","24"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","12","118","63","81","59","60","44","79","65","78","45","28","78","63"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","13","104","71","79","74","74","49","84","58","68","44","27","89","57"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","14","104","78","70","69","59","50","84","68","56","49","21","76","41"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","15","101","61","68","52","53","49","87","56","47","41","30","48","44"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","16","98","39","48","42","70","40","64","49","48","47","46","45","55"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","17","89","31","45","37","49","30","63","36","59","36","32","24","31"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","18","76","27","51","49","43","29","66","48","50","33","27","30","25"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","19","94","41","50","66","49","47","70","41"," - - - - ","33","28","36","46"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","20"," - - - - ","79","63","51","65","59","70","23","56"," - - - - ","34","51","67"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","21"," - - - - ","112","60","52","60","60","79","26"," - - - - ","42","44","53","33"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","22","238","93","67","43","67","36","70","30","105","47","45","36","43"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-08","23","226","82","73","69","55"," - - - - "," - - - - ","37"," - - - - ","51","34","29","22"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","0","194","114","83","90","55","94","169","39","161","49","37","33","32"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","1","148","120","107","77","49","84","98","39","134","40","33","85","32"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","2","124","119","91","93","49","88","80","58","122","52","26","98","35"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","3","97","99","99","109","35","77","65","65","93","41","32","104","25"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","4","71","88","97","109","37","76","56","69"," - - - - ","34","37","76","28"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","5","74","84","79","103","43","73","51","74","126","24","42","82","33"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","6","55","90","73","108","50","70","44","64"," - - - - ","26","52","78","34"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","7","50","92","50","100","38","60","43","71"," - - - - ","25","48","67","30"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","8","47","67","51","97","32","52","30","80","115","17","42","74","21"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","9","41","59","49","102","34"," - - - - ","32","78"," - - - - ","12","52","71","4"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","10","44","64","43","71"," - - - - ","51","49","45","145","11","70","72","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","11","33","63","54","44","78","27","46","26","127","8","67","77","54"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","12","25","23","83","35","63","17","42","20","99","13","28","36","50"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","13"," - - - - ","5","40","29","41","19","39","19","64","48","12","25","66"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","14","58","26","36","24","36","15","28","15","48","33","16","34","34"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","15","45","11","33","22","33","14","27","11","44","20","22","13","54"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","16","40"," - - - - ","26","18","24","12","23","13","39","27","23","2","38"," - - - - "," - - - - ","µg/m³"
"PM2.5","2022-01-09","17","28"," - - - - ","19","20","31","12","21","20","32","20","14","3","15"," - - - - "," - - - - ","µg/m³"
