"Parámetro","Fecha","Hora","SO : Santa Catarina","NO : San Bernabé","CE : Obispado","NE : San Nicolás","SE : ITNL","N : Escobedo","NO2 : García","NE2 : Apodaca","SE2 : Juárez","SO2 : San Pedro","SE3 : Cadereyta","N2 : UANL","SUR : Preparatoria ITESM Eugenio Garza Lagüera","NE3 : Pesquería","NO3 : Misión San Juan","Unidad"
"PM2.5","2019-02-24","16","9","13","11","13","12","16","12","21","15","5","24","25","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-24","17","10","18","14","19","18","21","15","19","18","6","30","28","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-24","18","11","28","12","18","13","24","18","18","20","13","31","28","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-24","19","12","26","16","18","16","22"," - - - - ","19","28","8","16","26","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-24","20","15","14","16","13","12","17"," - - - - ","7","10","8","14","18","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-24","21","12","11","11","16","8","14"," - - - - ","14","9","11","11","10","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-24","22","8","12","8","15","7","14"," - - - - ","6","10","10","13","22","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-24","23","7","9","7","9","6","10"," - - - - ","11","7","7","8","23","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","0","7","7","7","7","6","9"," - - - - ","18","7","6","4","5","4"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","1","7","7","7","7","6","8","7","14","8","5","12","9","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","2","8","11","8","7","7","9","7","2","7","10","5","16","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","3","7","10","9","7","7","9","8","7","8","3","8","12","4"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","4","8","9","9","8","7","11","9","16","7","11","8","11","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","5","10","10","11","9","8","9","9","15","8","10","12"," - - - - ","4"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","6","12","11","11","8","7","11","11","6","12","4","5","6","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","7","13","11","11","9","9","14","11","15","12","17","10","13","4"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","8","14","18","16","11","10","16","14","9","12","12","10","20","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","9","15","22","24","12","13","18","15","11","14","7","14","6","2"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","10","16","23","26","15","15","21","16","15","13","8","5","17"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","11","18","24","30","20","14","25","15","10","11","7","12","8","2"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","12","24","25","29","18","15","22","24","8","11","16","10","16","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","13","30","27","29","17","13","19","31","14","13","23","23","22","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","14","31","28","27","16","13","20","31","27","13","15","22","40","16"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","15","27","23","23","16","12","19","30","23","15","17","14","5","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","16","22","17","19","11","12","14","27","19","11","12","20","22","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","17","18","16","17","12","12","12","18","20","12","12","18","8","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","18","16","15","17","12","11","12","16","17","17","16","20","16","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","19","14","16","16","18","11","13","15","29","23","16","26","21","12"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","20","13","15","16","22","10","15","16","30","18","6","18","28","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","21","14","19","16","25","11","17","19","15","19","13","24","16","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","22","14","26","17","22","15","18","19","24","26","4","31","18","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-25","23","19","31","16","21","14","22","20","36","20","8","18","18","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","0","14","13","20","13","14","14","17","23","11","8","16","28","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","1","15","11","19","11","9","10","16","5","10","26","3","11","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","2","15","10","18","10","9","9","14","19","11","4","15","3","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","3","15","10","16","7","9","8","14","8","13","7","13","7","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","4","23","16","15","15","9","7","14","14","15","8","20","16","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","5"," - - - - ","24","17","18","9","8","15","6","20","11","35","9","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","6","56","21","17","17","11","13","21","12","21","5","20","17","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","7","46","21"," - - - - ","16","12","17","30","20","22","8","24","7","4"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","8","45","25","39","20","14","25","29","26","27","7","38","23","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","9","40","43","43","26","20","27","36","30","31","8","28","17","2"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","10","55","28","48","27","28","18","31","38","26","18","22","20","14"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","11","58","28","47","21","41","26","33","11","19","27","16","26","19"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","12","43","32","39","23","43","23","24","40","23","22","13","12","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","13","44","23","50","25","33","22","22","32","21","26","39","11","26"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","14","40","31","49","31","37","23","24","38","17","25","54","24","25"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","15","40","32","51","29","36","25","25","28","18","25","60","28","24"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","16","42","31"," - - - - ","17","29","23","27","28","19","28","54","26","25"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","17","33","21"," - - - - ","15","26","18","30","21","22","20","46","17","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","18","31","21"," - - - - ","22","24","18","23","26","23","28","29","29","16"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","19","31","35"," - - - - ","24","20","27","21","33","28","40","30","50","15"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","20","24","35"," - - - - ","25","21","25","28","23","34","29","40","45","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","21","24","28"," - - - - ","29","23","24","28","31","50","23","53","43","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","22","25","33"," - - - - ","38","22","29","28","28","77","30","59","37","16"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-26","23","24","48"," - - - - ","43","20","32","29","44","87","24","37","43","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","0","25","52"," - - - - ","33","19","22","26","37","56","21","30","37","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","1","27","65"," - - - - ","39","20","16","29","27","57","24","38","52","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","2","47","73"," - - - - ","39","19","14","31","34","40","27","47","47","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","3","39","63"," - - - - ","25","16","17","35","49","47","15","45","38","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","4","39","40"," - - - - ","26","16","19","38","39","61","15","29","45"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","5","37","63"," - - - - ","28","17"," - - - - ","36","40","42","22","23","44","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","6","34","83"," - - - - ","40","14","47","39","39","29","19","37","47","8"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","7","45","73"," - - - - ","29","15","32","40","19","47","20","31","46","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","8","55","59"," - - - - ","31","19","35","40","29","43","15","24","36","3"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","9","68","58"," - - - - ","25","29","36","36","10","30","8","28","27"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","10","42","63","60","21","38","33","29","30","29","6","32","37","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","11","31","40","70","22","28","25","19","35","40","41","32","35","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","12","44","25","45","24","29","19","25","48","28","40","44","18","14"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","13","40","34","44","26","22","26","27","42","23","34","34","25","12"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","14","34","33","35","19","21","27","30","46","16","29","23","29","14"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","15","27","27","31","16","18","22","31","37","15","21","18","19","20"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","16","24","22","24","14","15","17","27","24","14","28","22","17","15"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","17","21","20","22","14","15","16","22","35","16","25","20","18","16"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","18","18","20","23","16","16"," - - - - ","20","30","17","21","29","31","16"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","19","20","22","26","18","17"," - - - - ","18","28","21","26","25","24"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","20","20","22","24","19","16"," - - - - ","19","10","20","20","14","12","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","21","22","23","24","22","16"," - - - - ","17","20","28","17","19","16","10"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","22","21","23","22","22","15"," - - - - ","17","27","24","17","22","7","12"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-27","23","18","21","21","21","15"," - - - - ","18","32","22","11","23","2","12"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","0","17","22","24","20","18"," - - - - ","20","40","21","20","25","13","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","1","19","25","26","20","16","20","22","24","22","20","19","29","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","2","20","27","30","22","17","20","21","30","22","28","27"," - - - - ","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","3","23","29","28","22","18","20","22","23","21","31","21"," - - - - ","11"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","4","25","32","33","23","20","22","23","26"," - - - - ","25","29"," - - - - ","9"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","5","26","29","31","23","21","21","24","22"," - - - - ","19","22","44","16"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","6","26","30","34","23","22","22","25","15"," - - - - ","31","24","55","18"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","7","28","33","34","25","24","24","26","31","27","16","23","22","19"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","8","39","38","36","30","25","30","27","37","42","17","35","50","17"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","9","54","39","38","30","30"," - - - - ","32","16","32","34","33","11","29"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","10","57","35","40","36","30"," - - - - ","32","20","27","39","30","33","28"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","11","60","47","45","31","33"," - - - - ","25","2","33","40","27","47","30"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","12","43","44","57","33","34"," - - - - ","25","18","34","18","26","23","29"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","13","43","47","54","31","37"," - - - - ","36","35","33","18","27","30"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","14","43","37","55","36","37"," - - - - ","32","45","31","31","37","28"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","15","42","36","54","33","35"," - - - - ","30","32","28","42","44","47"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","16","40","38","48","29","30"," - - - - ","30","44","29","37","28","35"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","17","34","37","49","29","30"," - - - - ","25","43","30","34","33","49"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","18","37","35","44","31","27"," - - - - ","23","34","23","29","26","32"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","19","30","36","37","20","23"," - - - - ","32","30","13","28","12","31"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","20","26","35","37","18","26"," - - - - ","33","18","20","25","15","42"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","21","26","29","36","20","25"," - - - - ","25","8","21","20","23","32"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","22","28","33","33","22","20"," - - - - ","23","18","22","24","15","27"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-02-28","23","27","31","33","23","20"," - - - - ","26","18","28","42","23","19"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","0"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","1","25","28","32","24","21","21","24","30","28","22","31","20"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","2","27","31"," - - - - ","24","22","22","25","10","26","19","20","29"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","3","26","30","29","23","20","21","27","27","19","18","23","31"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","4","24","32","30","29","19","23","28","32","21","31","26"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","5","28","36","29","28","19","26","29","31","27","30","19","41","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","6","29","35","29","27","19","26","29","47","32","36","26","38","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","7","28","32"," - - - - ","27","18","25","29","37","40","31","26","33","18"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","8","32","31","32","27","18","26","32","47","33","18","23","15","6"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","9","23","32","31","30","19","23","35","29","31","27","24","9","7"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","10"," - - - - ","29","33","30","21","26","33","5","26","24","23","16","5"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","11","38","35","35","29","22","27","31","3","26","8","13","39"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","12","41","40","48","28","22","26","33"," - - - - ","30","14","8","19"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","13","45","45","61","32","23","29","36","26","29","35","43","19"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","14","45","51","51","33","25","33","37","44","31","44","30","35"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","15","39","41","39","29","25","31","43","43","29","43","31","16"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","16","32","35","35","27","24","29","40","46","27","30","32","36"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","17","28","32","33","26","26","26","33","56","24","21","33","34"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","18","25","29","35","23","25","24","30","37","23","19","27","43"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","19","26","28","34","24","20","22","27","50","23","47","29","36"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","20","25","26","31","26","20","23","25","26","26","39","23","27"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","21","25","29","28","25","18","23","23","20","30","23","21","26"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","22","23","26","27","26","17","29","21","25","28","18","30","24"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-01","23","21","24","25","24","17","30","21","19","31","15","21","23"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","0","20","25","27","22","17","21","24","34","24","18","24","26"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","1","23","28","25","20","16","19","25","49","22","30","30","2"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","2","22","27","23","18","15","17","23","8","18","30","14"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","3","20","26","23","18","15","16","21","22","20","23","13"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","4","20","27"," - - - - ","29","15","18","23","22","17","21","20"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","5","21","26"," - - - - ","26","19","20","26"," - - - - ","16","6","14"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","6","19","33"," - - - - ","28","24","23","26","19"," - - - - ","3","17"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","7"," - - - - ","40","50","28","26","27","30","26"," - - - - ","12","25"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","8","26","40","52","27","29","29","33","20","31","4","16"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","9","27","47","55","36","33","31","24","15"," - - - - ","18","27"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","10","34","48","63","32","32","31","38","23","32","11","39"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","11","40","46","67","30","36","36","42","30","30","35","38"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","12","43","52","72","36","37","32","40","4","31","47","22"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","13","56","60","75","41","39","35","35","11","39","63","45"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","14","61","55","62","37","40","36","42","57","33","71","28"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","15","52","49","59","32","37","35","49","45","32","40","32"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","16","47","43","55","28","30","32","48","40","32","41","33"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","17","37","36","38","32","25","28","42","32","39","29","32"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","18","27","33","35","27","24","27","34","38","31","9","37"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","19","27","33","34","28","22","28","30","43","30","30","37"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","20","28","33","33","38","22","37","34","38","46","15","43"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","21","28","36"," - - - - ","53","38","36","32","30","49","26","30"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","22","32","31","45","45","42","39","40","25","29","33","30"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-02","23","32","32","36","29","24","32","36","40","22","33","25"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","0","25","27","26","22","17","20","26","26"," - - - - ","35","15"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","1","21","25","25","21","16","20","21","19","19","40","11"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","2","21","26","25","21","16","19","21","9"," - - - - ","24","20"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","3","23","26","26","22","17","19","21","16","17","28","20"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","4","25","27","28","22","17","20","23","23","18","25","16"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","5","30","33","30","21","17","22","24","26","18","15","13"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","6","34","32","32","23","17","22","28","14","21","21","17"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","7","31","33","34","22","18","25","29","22","22","24","16"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","8","37","40","34","26","21","30","33","30","23","4"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","9","45","40","39","30","26","35","35","8","23","8"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","10","32","38","46","40","29","27","41","7","24","4"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","11","32","38","54","40","29","31","28","20","26","31","4"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","12","36","38","74","34","33","29","30","40","33","33","15"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","13","44","36","53","26","33","22","30","41","31","47","31"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","14","36"," - - - - ","39","21","29","21","27","51","29","45","42"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","15","27"," - - - - ","29","20","20","18","24","30","24","40","30"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","16","24"," - - - - ","26","18","20","18","21","21","20","17","18"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","17","21"," - - - - ","30","20","21","16","20","25","20","23","12"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","18","25"," - - - - ","28","24","20","16","18"," - - - - ","15","38","15"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","19","24"," - - - - ","23","19","16","19","19","28"," - - - - ","34","11"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","20","14"," - - - - ","20","24","14","14","18","35","18","33","20"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","21","12"," - - - - ","22","16","11","11","16","23","10","19"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","22","8"," - - - - ","17","11","8","10","13"," - - - - ","8"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-03","23"," - - - - "," - - - - ","15","9","5","8","12"," - - - - ","4"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","0","7"," - - - - ","9","4"," - - - - ","4","7"," - - - - ","2"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","1","6"," - - - - ","6"," - - - - "," - - - - ","3","4"," - - - - "," - - - - ","3"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","2","4"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","3","4"," - - - - ","3"," - - - - "," - - - - "," - - - - ","3"," - - - - ","3"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","4","6"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","2"," - - - - ","2"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","5","8"," - - - - "," - - - - "," - - - - "," - - - - ","3","4"," - - - - "," - - - - ","4"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","6","8"," - - - - "," - - - - ","3"," - - - - ","3","3"," - - - - "," - - - - ","4"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","7","4"," - - - - "," - - - - "," - - - - ","3","2","4"," - - - - "," - - - - ","5"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","8","5"," - - - - "," - - - - "," - - - - "," - - - - ","3","4"," - - - - "," - - - - ","5"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","9","6"," - - - - "," - - - - "," - - - - "," - - - - ","3","5"," - - - - ","3"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","10"," - - - - "," - - - - "," - - - - ","5"," - - - - "," - - - - "," - - - - "," - - - - ","4","3"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","11","15"," - - - - ","10","6"," - - - - ","5"," - - - - "," - - - - ","5","7"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","12"," - - - - "," - - - - ","11","7","9","6","8","12","5","3"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","13","20"," - - - - ","15","6"," - - - - ","6","9","5"," - - - - ","2"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","14","17"," - - - - ","16","9","11","8","10","23"," - - - - ","3"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","15","18"," - - - - ","18","11","15","11"," - - - - ","7"," - - - - ","7"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","16","23"," - - - - ","18","11","15","10","14","9","8","18","5"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","17"," - - - - "," - - - - ","18","11","15","11","14","9","10","6","10"," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","18"," - - - - "," - - - - ","18","12","13","12","13","4","11","13"," - - - - "," - - - - ","4"," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-03-04","19"," - - - - "," - - - - ","18","11","15","10","12","9","13","6"," - - - - "," - - - - ","3"," - - - - "," - - - - ","µg/m³"
