"Parámetro","Fecha","Hora","SO : Santa Catarina","NO : San Bernabé","CE : Obispado","NE : San Nicolás","SE : ITNL","N : Escobedo","NO2 : García","NE2 : Apodaca","SE2 : Juárez","SO2 : San Pedro","SE3 : Cadereyta","N2 : UANL","SUR : Preparatoria ITESM Eugenio Garza Lagüera","NE3 : Pesquería","NO3 : Misión San Juan","Unidad"
"PM2.5","2019-01-06","19","47","41"," - - - - ","36","27"," - - - - ","47","33"," - - - - ","31","27","20"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-06","20","47"," - - - - "," - - - - "," - - - - ","23"," - - - - ","47","27"," - - - - ","14","58","22"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-06","21","42","123"," - - - - ","100","23","28","50","66"," - - - - ","12","30","27"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-06","22","59","107"," - - - - ","142","22","21"," - - - - ","58"," - - - - ","19","36","80"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-06","23","54","100"," - - - - ","68","24","20"," - - - - ","76"," - - - - ","21","46","64"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","0","52","69"," - - - - ","76","22"," - - - - "," - - - - ","72"," - - - - ","19","28","48"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","1","39","51"," - - - - ","68","21","28","54","33"," - - - - ","14","3","53"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","2","41","48"," - - - - ","44","18"," - - - - ","50","31"," - - - - ","14"," - - - - ","72"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","3","40","56"," - - - - ","41","22"," - - - - ","50","20"," - - - - ","13"," - - - - ","47"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","4","38","60"," - - - - ","47"," - - - - "," - - - - ","48","35"," - - - - ","28"," - - - - ","44"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","5"," - - - - ","61"," - - - - ","40","39"," - - - - ","43","32"," - - - - ","19"," - - - - ","4"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","6","52","60"," - - - - ","36","37","26","41","45"," - - - - ","13"," - - - - ","39"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","7","49","59"," - - - - ","34","35"," - - - - ","41","46"," - - - - ","16"," - - - - ","40"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","8","69","71"," - - - - ","31","33","22","46","51"," - - - - ","26"," - - - - ","51"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","9","47","82"," - - - - ","28","26","22","69","10"," - - - - ","18"," - - - - ","43"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","10"," - - - - ","55"," - - - - ","34","28","33","56","15"," - - - - ","7"," - - - - ","41"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","11","42","53"," - - - - ","45","33","52","42","26"," - - - - ","9"," - - - - ","51"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","12","49","58"," - - - - ","38","38","35","50","34"," - - - - ","40"," - - - - ","32"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","13","50","62"," - - - - ","17","35","23","45","24"," - - - - ","31"," - - - - ","23"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","14","50","47"," - - - - ","14","31","18","38","15"," - - - - ","26"," - - - - ","10"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","15","41","28"," - - - - ","16","21","13","22","25"," - - - - ","18"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","16","29","22"," - - - - ","18","23","17","26","35"," - - - - ","14"," - - - - ","12"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","17","21","26"," - - - - ","20","23","19","20","24"," - - - - ","12"," - - - - ","22"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","18","24","26"," - - - - ","18","19","17","21","25"," - - - - ","29"," - - - - ","41"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","19","28","23"," - - - - ","17","17","19","17","26"," - - - - ","37"," - - - - ","23"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","20","26","26"," - - - - ","22","16","26","17","24"," - - - - ","21"," - - - - ","31"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","21","24","33"," - - - - ","21","20","24","22","27"," - - - - ","21"," - - - - ","31"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","22","23","47"," - - - - ","24","23","26","26","26"," - - - - ","24"," - - - - ","25"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-07","23","27","44"," - - - - ","24","23","35","25","32"," - - - - ","24"," - - - - ","34"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-08","0","41","63"," - - - - ","28","23","39","34","28"," - - - - ","30"," - - - - ","31"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-08","1","50","51"," - - - - ","24","34","30","44","27","27","42","70","36"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-08","2","52","51"," - - - - ","31","28","27","36","14","33","35","46","34"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-08","3","59","54"," - - - - ","34","23","27","34","18","38","31","45","24"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-08","4","63","44"," - - - - ","34","21","24","34","39","36","31","33","37"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2019-01-08","5","63","39"," - - - - ","36","21","24","37","25","40","29","28","35"," - - - - "," - - - - "," - - - - ","µg/m³"
