"Parámetro","Fecha","Hora","SO : Santa Catarina","NO : San Bernabé","CE : Obispado","NE : San Nicolás","SE : ITNL","N : Escobedo","NO2 : García","NE2 : Apodaca","SE2 : Juárez","SO2 : San Pedro","SE3 : Cadereyta","N2 : UANL","SUR : Preparatoria ITESM Eugenio Garza Lagüera","NE3 : Pesquería","NO3 : Misión San Juan","Unidad"
"PM2.5","2021-01-01","14","16","14","12","9","12","9","8"," - - - - ","8"," - - - - "," - - - - ","13"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-01","15","14","14","14","15","13","12","8","18","8"," - - - - ","3","3"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-01","16","15","16","16","21","15","10","9","13","9"," - - - - "," - - - - ","10"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-01","17","16","17","19","24","22","12","10","12","12"," - - - - ","9","3"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-01","18","19","30","22","25","30","20","12","12","18"," - - - - ","7","2"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-01","19","24","33","27","27","26","28","12","15","18"," - - - - ","8","6"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-01","20","29","37","28","28","21","31","14","15"," - - - - "," - - - - ","10","23"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-01","21","31","38","22","24","19","26","15","19","14"," - - - - ","20","15"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-01","22","26","31","25","19","26","28","13","25","16"," - - - - ","20","14"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-01","23","22","32","26","18","27","27","15","25","19"," - - - - ","10","21"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","0","21","40","19","25","24","46","17","30","29"," - - - - ","2","23"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","1","25","39","14","36","25","53","21","34","35"," - - - - "," - - - - ","18"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","2","25","29","21","29","35","25","17","20","55"," - - - - "," - - - - ","29"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","3","21","33"," - - - - ","16","31","22","17","11","15"," - - - - "," - - - - ","17"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","4","27","17","18","9","17","14","13"," - - - - ","9"," - - - - "," - - - - ","10"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","5","26","18","11","8","14","10","12"," - - - - ","6"," - - - - "," - - - - ","3"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","6","14","20","8","7","9","14","12"," - - - - ","7"," - - - - "," - - - - ","9"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","7","16","17","9","7","9","16","12","2","8"," - - - - "," - - - - ","5"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","8","20","18","9","10","9","15","12"," - - - - ","11"," - - - - "," - - - - ","7"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","9","31","22","10","12","12","23","13"," - - - - ","10"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","10","27","22","14","16","17","40","12","12","9"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","11","23","25","22","16","26","32","8","16","9"," - - - - "," - - - - ","12"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","12","26","25","29","20","30","32","9","17","17"," - - - - "," - - - - ","15"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","13","30","28","31","26","35","36","7","14","19"," - - - - "," - - - - ","8"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","14","30","30","36","28","38","40","8","24","23"," - - - - "," - - - - ","18"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","15","31","30","38","29","41","39","12","34","28"," - - - - "," - - - - ","17"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","16","34","36","37","25","42","32","13","24","27"," - - - - "," - - - - ","19"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","17","34","34","33","26","37","33","19","40","22"," - - - - "," - - - - ","14"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","18","33","33","31","31","30","96","22","42","23"," - - - - "," - - - - ","27"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","19","38","36","21","30","33","77","25","40","29"," - - - - "," - - - - ","22"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","20","29","43","20","34","47","41","23","26","36"," - - - - "," - - - - ","12"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","21"," - - - - ","40","20","29","47","47","31","16","46"," - - - - "," - - - - ","10"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","22","102","34","28","26","46","40","33","27","28"," - - - - "," - - - - ","12"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-02","23","78","78","33","24","59","28","21","20","18"," - - - - "," - - - - ","11"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","0","80","89","45","24","57","25","20","19","29"," - - - - "," - - - - ","8"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","1","74","63"," - - - - ","35","50","28","19","20","41"," - - - - "," - - - - ","14"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","2","77","66","69","38","44","36","29","29","36"," - - - - "," - - - - ","27"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","3","76","63","63","24","54","34","27","32","27"," - - - - "," - - - - ","25"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","4","54","55","57","29","49","32","23","13","30"," - - - - "," - - - - ","21"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","5","39","49","59","30","37","33","21","27"," - - - - "," - - - - "," - - - - ","24"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","6","31","47","55","32","39","32","19","34","32"," - - - - "," - - - - ","17"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","7","28","41","50","29","46","28","17","26","31"," - - - - "," - - - - ","15"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","8","39","39","41","43","36","44","15","31","48"," - - - - "," - - - - ","24"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","9","28","35","28","50","34","57","16","21","45"," - - - - "," - - - - ","21"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","10","23","38","33","44","40","38","18","32","46"," - - - - "," - - - - ","21"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","11","19","33","49","37","53","40","16","10","40"," - - - - "," - - - - ","13"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","12","20","31","40","28","50","28","12","13","31"," - - - - "," - - - - ","9"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","13","31","34","38","35","39","32","7","18","21"," - - - - "," - - - - ","10"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","14","33","42","39","35","48","40","5","10","23","24"," - - - - ","23"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","15","34","46","43","27","44","38","4","25","25","19"," - - - - ","18"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","16","37","41","39","21","41","28","3","26","24","36"," - - - - ","6"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","17","34","36","35","30","32","26"," - - - - ","32","26","20"," - - - - ","15"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","18","37","41","22","32","39","44","20","33","21","31"," - - - - ","17"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","19","36","43","22","33","51","45","28","32","38","31"," - - - - ","21"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","20","54","43","25","52","48","42","33","34","40","13"," - - - - ","16"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","21","57","69","29","65","50","60","57","24","57","13"," - - - - ","14"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","22","58","104","46","61","51","46","57","45","92","6"," - - - - ","22"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-03","23","47","85","43","82","36","43","32","40","99"," - - - - "," - - - - ","34"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","0","24","79","33","81","20","46","19","37","94"," - - - - "," - - - - ","41"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","1","31","66","25","73","18","47","15","69","76"," - - - - "," - - - - ","36"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","2","28","56","22","64","18","44","12","66","68"," - - - - "," - - - - ","37"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","3","26","45","20","58","18","37","9","52","74"," - - - - "," - - - - ","23"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","4","22","43","20","58","17","37","7","45","55"," - - - - "," - - - - ","8"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","5","20","20","26","50","18","26","7","42","40"," - - - - "," - - - - ","11"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","6","19","17","21","39","16","19","7","83","46"," - - - - "," - - - - ","6"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","7","20","20","28","20","13","28","7","59","33"," - - - - "," - - - - ","11"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","8","28","15","39","25","14","27","8","24","41"," - - - - "," - - - - ","22"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","9","37","13","35","25","15","27","8","8","52"," - - - - "," - - - - ","21"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","10","23","13","28","20","26","25","8","3","31"," - - - - "," - - - - ","12"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","11","11","18","16","27","25","36","8","6","20"," - - - - "," - - - - ","9"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","12","10","17","15","32","16","20","6","11","14","10"," - - - - ","2"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","13","12","12","30","25","15","12","5","30","12","10"," - - - - ","16"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","14","24","14","22","11","20","8","7","4","11","27"," - - - - ","9"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","15","15","12","15","14","15","8","6","14","13","16"," - - - - ","6"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","16","11","11","11","13","14","10","6","40","12","15"," - - - - ","15"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","17","9","10","10","10","30","11","8","16","10","12"," - - - - ","7"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","18","13","12","29","14","35","13","10","24","10","14"," - - - - ","12"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","19","22","19","26","15","23","18","13","30","13","20"," - - - - ","21"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","20","17","15","11","18","13","16","7","20","38","12"," - - - - ","14"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","21","13","22","20","37","14","11","12","32","37","14"," - - - - ","14"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","22","14","30","24","38","18","12","11","21","62","17"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-04","23","35","37","23","29","22","12","12","26","53","11"," - - - - ","5"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","0","39","41","24","25","18","13","8","28","81","12"," - - - - ","25"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","1","33","41","20","28","17","15","10","28","66","9"," - - - - ","32"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","2","23","48","24","30","16","11","14","29","45","2"," - - - - ","32"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","3","23","29","20","44","13","8","9","41","37"," - - - - "," - - - - ","30"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","4","25","31","23","36","12","7","9","27","28"," - - - - "," - - - - ","20"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","5","20","47","21","35","12","7","9","23","24"," - - - - "," - - - - ","14"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","6","18","30","21","43","13","19","10","27","26"," - - - - "," - - - - ","20"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","7","25","32","20","51","14","18","10","45","27"," - - - - "," - - - - ","15"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","8","36","39","21","42","18","21","11","42","33"," - - - - "," - - - - ","15"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","9","32","40","22","42","20","30","21","31","33"," - - - - "," - - - - ","14"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","10","28","47","22","55","26","45","21","25","20"," - - - - "," - - - - ","16"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","11","22","48","21","33","44","69","18","8","19"," - - - - "," - - - - ","35"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","12","14","36","24","16","24","33","9","8","14","27"," - - - - ","12"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","13","20","17","25","18","20","16","11","28","11","34"," - - - - ","10"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","14","22","17","17","12","15","16","12","26","9","23"," - - - - ","12"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","15","15","14","15","13","15","14","11","24","9","21"," - - - - ","18"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","16","14","13","13","11","13","13","10","28","8","22"," - - - - ","9"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","17","13","13","13","12","13","12","9","20","10","25"," - - - - ","10"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","18","12","16","13","13","14","16","8","25","11","18"," - - - - ","11"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","19","14","15","15","15","17","19","9","30","18","23"," - - - - ","15"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","20","14","15","14","21","14","19","13","31","28","13"," - - - - ","7"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","21","17","18","19","39","18","18","12","29","31","9"," - - - - ","6"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","22","39","26","26","33","20","22","14","46","78","18"," - - - - ","17"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-05","23","42","28","35","31","20","28","12","60","18","13"," - - - - ","17"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","0","43","26","33","15","22","31","12","35","14","15"," - - - - ","21"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","1","34","26","29","15","23","24","11","29","20","13"," - - - - ","29"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","2","27","23","31","17","29","31","11","22","24","4"," - - - - ","20"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","3","24","21","27","22","33","24","10","11","24"," - - - - "," - - - - ","15"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","4","26","22","29","17","32","19","9","13","33"," - - - - "," - - - - ","16"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","5","26","23","30","15","30","19","9","27","23"," - - - - "," - - - - ","15"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","6","25","22","39","16","31","23","10","14","24"," - - - - "," - - - - ","11"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","7","30","25","35","15","31","25","14","22","21"," - - - - "," - - - - ","17"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","8","39","35","29","26","30","33","14","12","25"," - - - - "," - - - - ","16"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","9","38","52","30","28","34","42","14","16","33"," - - - - "," - - - - ","20"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","10","46","35","39","39","38","69","14","28","36"," - - - - "," - - - - ","12"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","11","59","27","39","45","44","40","10","3","37"," - - - - "," - - - - ","22"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","12","26","24","45","31","50","18","10","26","38","46"," - - - - ","18"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","13","24","17","62","19"," - - - - ","17","8","40","22","34"," - - - - ","6"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","14","14","14","47","14"," - - - - ","14","5"," - - - - ","15","21"," - - - - ","10"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","15","11","14","27","10"," - - - - ","13","5","20","11","27"," - - - - ","15"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","16","19","14","16","11"," - - - - ","13","5","29","10","18"," - - - - ","11"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","17","14","12","13","9"," - - - - ","11","11","11","10","24"," - - - - ","11"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","18","12","7","13","8","11","14","8","7"," - - - - ","5"," - - - - ","2"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","19","11","6","11","8","10","12","9","11","13","9"," - - - - ","16"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","20","13","6","11","8","9","13","9","9","11","9"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","21","13","6","11","9","8","14","9","9","10","7"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","22","12","9","10","8","9","18","8","5","8","9"," - - - - ","17"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-06","23","10","8","9","6","8","14","14","3","7","8"," - - - - ","14"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","0","9","9","8","6","6","9","9","6","7"," - - - - "," - - - - ","8"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","1","7","8","7","8","6","7","9","7","6"," - - - - "," - - - - ","11"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","2","6","8","7","6","6","5","10","4","5"," - - - - "," - - - - ","13"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","3","6","10","7","7","6","7","10","6","6"," - - - - "," - - - - ","5"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","4","8","11","7","7","6","9","8","12","7"," - - - - "," - - - - ","6"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","5","18","17","11","11","6","18","7","22","16"," - - - - "," - - - - ","10"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","6","23","23","15","15","6","16","7"," - - - - ","20"," - - - - "," - - - - ","11"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","7","25","29","17","23","6","25","8"," - - - - ","28"," - - - - "," - - - - ","10"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","8","34","34","16","30","8","41","10"," - - - - ","36"," - - - - "," - - - - ","14"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","9","34","34","19","36","18","53","12"," - - - - ","41"," - - - - "," - - - - ","14"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","10","23","34","24","49","17","36","16"," - - - - ","32"," - - - - "," - - - - ","19"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","11","16","22","15","38","14","37","25","13","16"," - - - - "," - - - - ","25"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","12","17","24","16","22","15","34","16","27","9"," - - - - "," - - - - ","5"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","13","13","21","27","18","12","31","13","19","8"," - - - - "," - - - - ","9"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","14","16","17"," - - - - ","13","10","24","15","18","8","24"," - - - - ","2"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","15","13","12","11","10","10","16","15","6"," - - - - ","11"," - - - - ","8"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","16","11","10","11","12","12","10","12","20","10","20"," - - - - ","14"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","17","12","14","18","11","12","11","10","13","9","21"," - - - - ","4"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","18","10","12","11","10","12","13","9","26","9","19"," - - - - ","12"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","19","10","13","13","11","13","15","11","25","12","20"," - - - - ","13"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","20","12","13","12","17","11","18","12","30","23","12"," - - - - ","5"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","21","19","11","12","24","10","16","15","19","66","11"," - - - - ","13"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","22","32","9","12","16","14","13","13","24","76","3"," - - - - ","13"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-07","23","40","9","15","12","17","12","10","11","20"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","0","57","15","18","12","13","13","11","17","41"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","1","51","16","23","16","12","11","11","28","34"," - - - - "," - - - - ","13"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","2","45","9","18","13","11","10","11","30","27"," - - - - "," - - - - ","11"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","3","32","9","22","11","10","9","10","21","30"," - - - - "," - - - - ","9"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","4","33","12","40","19","8","16","10","31","27"," - - - - "," - - - - ","17"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","5","35","13","51","22","8","19","10","21","26"," - - - - "," - - - - ","7"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","6","39","16","39","28","8","12","11","39","25"," - - - - "," - - - - ","11"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","7","32","18","38","28","13","13","12","45","29"," - - - - "," - - - - ","20"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","8","38","25","28","41","18","28","13","42","46"," - - - - "," - - - - ","11"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","9","38","35","29","33","22","25","17","33","55"," - - - - "," - - - - ","8"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","10","23","31","24","18","41","19","15","28","41"," - - - - "," - - - - ","12"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","11","16","22","37","19","33","15","11","28","21"," - - - - "," - - - - ","13"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","12","30","19","27","21","21","20","11","20","16","22"," - - - - ","17"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","13","28","19","20","17","19","19","15","27","12","39"," - - - - ","7"," - - - - "," - - - - "," - - - - ","µg/m³"
"PM2.5","2021-01-08","14","22","14","17","13","17","14","15","16","11","24"," - - - - ","11"," - - - - "," - - - - "," - - - - ","µg/m³"
