ciudad,dia_semana,nombre_dia,hora,CO,NO2,O3,PM25,SO2
CDMX,6,Sunday,0,0.359048244833574,0.021090684721250735,0.016703703658760127,17.58159678233163,0.0028224623821968505
CDMX,6,Sunday,1,0.3373101234565897,0.020057886109620993,0.01572676276761897,17.84410437872192,0.003014149444999323
CDMX,6,Sunday,2,0.3169397671262641,0.019089957443231397,0.01473466137007976,17.817099067600385,0.0029789686383621156
CDMX,6,Sunday,3,0.3057379348524901,0.01878468926413687,0.013921905746075247,18.0111718360673,0.002969623211114396
CDMX,6,Sunday,4,0.3093947922290308,0.018912975316589645,0.012495152257920394,18.227784135221146,0.002940477163541732
CDMX,6,Sunday,5,0.3638997350994453,0.020373269393056566,0.010329530563818695,18.684388026507968,0.002918670639301158
CDMX,6,Sunday,6,0.47988596987057003,0.022094962600776764,0.008399968165190782,19.39703147834798,0.00294630278639441
CDMX,6,Sunday,7,0.5766888182465876,0.022218977394626097,0.01022293308214667,20.492479449666472,0.003536185098875437
CDMX,6,Sunday,8,0.5408580370736975,0.022406240419316274,0.017402201172280255,22.09064509537847,0.0047416750373868
CDMX,6,Sunday,9,0.45577934329586545,0.021952580115933776,0.02856558994054869,24.55226235657092,0.005140471728922186
CDMX,6,Sunday,10,0.3733974855899924,0.019290091614075428,0.04195661972700156,25.178878023536576,0.0047662110567093996
CDMX,6,Sunday,11,0.288785887545826,0.015081508387713159,0.054294862599530556,23.256947304932698,0.003856076377736397
CDMX,6,Sunday,12,0.22648973661243615,0.011600799580846519,0.06314087668334269,20.997443730236157,0.003171906156712818
CDMX,6,Sunday,13,0.19811824791551216,0.009838926569197142,0.0678416820325802,19.400426364760374,0.0027819703336072065
CDMX,6,Sunday,14,0.1867702689679424,0.009304564958737152,0.06829113085398598,18.511619851547255,0.0025848214420077817
CDMX,6,Sunday,15,0.18598147783148206,0.009397387811092154,0.06514135439066869,18.14394234822467,0.0025013217919409004
CDMX,6,Sunday,16,0.1979695332206565,0.01028230392080081,0.05873205785038424,18.27129708882271,0.002509641472176968
CDMX,6,Sunday,17,0.23361153670778692,0.012454384842528103,0.04994608992152121,17.844209482754373,0.0024817736174194784
CDMX,6,Sunday,18,0.2902597615412713,0.015940417946218113,0.03947867032605396,17.471579039825723,0.002289203997957813
CDMX,6,Sunday,19,0.32437908336042676,0.01818882298829306,0.03162271152740168,16.528747953959243,0.0020124311605016405
