ciudad,contaminante,fecha,anio,mes,dia_semana,nombre_dia,semana,estacion_anio,valor
CDMX,O3,2020-06-29,2020,6,0,Monday,27,Verano,0.03402270345596432
CDMX,O3,2020-06-30,2020,6,1,Tuesday,27,Verano,0.03945465201465202
CDMX,O3,2020-07-01,2020,7,2,Wednesday,27,Verano,0.03306455128205128
CDMX,O3,2020-07-02,2020,7,3,Thursday,27,Verano,0.03723717948717949
CDMX,O3,2020-07-03,2020,7,4,Friday,27,Verano,0.03633435542718152
CDMX,O3,2020-07-04,2020,7,5,Saturday,27,Verano,0.034773397435897434
CDMX,O3,2020-07-05,2020,7,6,Sunday,27,Verano,0.029984147157190638
CDMX,O3,2020-07-06,2020,7,0,Monday,28,Verano,0.028785415140415143
CDMX,O3,2020-07-07,2020,7,1,Tuesday,28,Verano,0.02356352564102564
CDMX,O3,2020-07-08,2020,7,2,Wednesday,28,Verano,0.018575847268673357
CDMX,O3,2020-07-09,2020,7,3,Thursday,28,Verano,0.02442413439519418
CDMX,O3,2020-07-10,2020,7,4,Friday,28,Verano,0.0305349358974359
CDMX,O3,2020-07-11,2020,7,5,Saturday,28,Verano,0.030450575994054256
CDMX,O3,2020-07-12,2020,7,6,Sunday,28,Verano,0.03368069461402795
CDMX,O3,2020-07-13,2020,7,0,Monday,29,Verano,0.03573049145299145
CDMX,O3,2020-07-14,2020,7,1,Tuesday,29,Verano,0.03538910256410257
CDMX,O3,2020-07-15,2020,7,2,Wednesday,29,Verano,0.03370875
CDMX,O3,2020-07-16,2020,7,3,Thursday,29,Verano,0.03303361111111111
CDMX,O3,2020-07-17,2020,7,4,Friday,29,Verano,0.03146307692307692
CDMX,O3,2020-07-18,2020,7,5,Saturday,29,Verano,0.036277205282640064
CDMX,O3,2020-07-19,2020,7,6,Sunday,29,Verano,0.03515666666666667
CDMX,O3,2020-07-20,2020,7,0,Monday,30,Verano,0.04090421497584541
CDMX,O3,2020-07-21,2020,7,1,Tuesday,30,Verano,0.03880402173913044
CDMX,O3,2020-07-22,2020,7,2,Wednesday,30,Verano,0.04127104166666667
CDMX,O3,2020-07-23,2020,7,3,Thursday,30,Verano,0.03806588216761185
CDMX,O3,2020-07-24,2020,7,4,Friday,30,Verano,0.042781321601104205
CDMX,O3,2020-07-25,2020,7,5,Saturday,30,Verano,0.04010054347826087
CDMX,O3,2020-07-26,2020,7,6,Sunday,30,Verano,0.030369565217391304
CDMX,O3,2020-07-27,2020,7,0,Monday,31,Verano,0.027392065060543324
CDMX,O3,2020-07-28,2020,7,1,Tuesday,31,Verano,0.021616559617918318
CDMX,O3,2020-07-29,2020,7,2,Wednesday,31,Verano,0.016956521739130436
CDMX,O3,2020-07-30,2020,7,3,Thursday,31,Verano,0.03198378191856453
CDMX,O3,2020-07-31,2020,7,4,Friday,31,Verano,0.02249320652173913
CDMX,O3,2020-08-01,2020,8,5,Saturday,31,Verano,0.02306792399930987
CDMX,O3,2020-08-02,2020,8,6,Sunday,31,Verano,0.023061038372859024
CDMX,O3,2020-08-03,2020,8,0,Monday,32,Verano,0.023788667929292934
CDMX,O3,2020-08-04,2020,8,1,Tuesday,32,Verano,0.026316471493220077
CDMX,O3,2020-08-05,2020,8,2,Wednesday,32,Verano,0.03287210615471485
CDMX,O3,2020-08-06,2020,8,3,Thursday,32,Verano,0.026454559178743963
CDMX,O3,2020-08-07,2020,8,4,Friday,32,Verano,0.025582671826965307
CDMX,O3,2020-08-08,2020,8,5,Saturday,32,Verano,0.022687500000000003
CDMX,O3,2020-08-09,2020,8,6,Sunday,32,Verano,0.021896361714975845
CDMX,O3,2020-08-10,2020,8,0,Monday,33,Verano,0.01951510139199175
CDMX,O3,2020-08-11,2020,8,1,Tuesday,33,Verano,0.027912001559517088
CDMX,O3,2020-08-12,2020,8,2,Wednesday,33,Verano,0.022399550630528894
CDMX,O3,2020-08-13,2020,8,3,Thursday,33,Verano,0.03355418313570488
CDMX,O3,2020-08-14,2020,8,4,Friday,33,Verano,0.02446075075287032
CDMX,O3,2020-08-15,2020,8,5,Saturday,33,Verano,0.026547420634920636
CDMX,O3,2020-08-16,2020,8,6,Sunday,33,Verano,0.02637034070683957
CDMX,O3,2020-08-17,2020,8,0,Monday,34,Verano,0.02616190476190476
CDMX,O3,2020-08-18,2020,8,1,Tuesday,34,Verano,0.026857336125239575
CDMX,O3,2020-08-19,2020,8,2,Wednesday,34,Verano,0.026977678571428573
CDMX,O3,2020-08-20,2020,8,3,Thursday,34,Verano,0.02906388888888889
CDMX,O3,2020-08-21,2020,8,4,Friday,34,Verano,0.03651438492063492
CDMX,O3,2020-08-22,2020,8,5,Saturday,34,Verano,0.03355942028985508
CDMX,O3,2020-08-23,2020,8,6,Sunday,34,Verano,0.03770503043322592
CDMX,O3,2020-08-24,2020,8,0,Monday,35,Verano,0.0224578373015873
CDMX,O3,2020-08-25,2020,8,1,Tuesday,35,Verano,0.014161725955204216
CDMX,O3,2020-08-26,2020,8,2,Wednesday,35,Verano,0.02143470026350461
CDMX,O3,2020-08-27,2020,8,3,Thursday,35,Verano,0.0164998235460192
CDMX,O3,2020-08-28,2020,8,4,Friday,35,Verano,0.027242773263283664
CDMX,O3,2020-08-29,2020,8,5,Saturday,35,Verano,0.02836796536796537
CDMX,O3,2020-08-30,2020,8,6,Sunday,35,Verano,0.014741423160173161
CDMX,O3,2020-08-31,2020,8,0,Monday,36,Verano,0.025545436507936507
CDMX,O3,2020-09-01,2020,9,1,Tuesday,36,Otoño,0.035316691545039074
CDMX,O3,2020-09-02,2020,9,2,Wednesday,36,Otoño,0.03543722943722944
CDMX,O3,2020-09-03,2020,9,3,Thursday,36,Otoño,0.02728357553963961
CDMX,O3,2020-09-04,2020,9,4,Friday,36,Otoño,0.023148670377241807
CDMX,O3,2020-09-05,2020,9,5,Saturday,36,Otoño,0.017432629870129873
CDMX,O3,2020-09-06,2020,9,6,Sunday,36,Otoño,0.02130753968253968
CDMX,O3,2020-09-07,2020,9,0,Monday,37,Otoño,0.021774531024531026
CDMX,O3,2020-09-08,2020,9,1,Tuesday,37,Otoño,0.03022616341991342
CDMX,O3,2020-09-09,2020,9,2,Wednesday,37,Otoño,0.02424223602484472
CDMX,O3,2020-09-10,2020,9,3,Thursday,37,Otoño,0.022691663683017067
CDMX,O3,2020-09-11,2020,9,4,Friday,37,Otoño,0.023863546176046177
CDMX,O3,2020-09-12,2020,9,5,Saturday,37,Otoño,0.030861824769433468
CDMX,O3,2020-09-13,2020,9,6,Sunday,37,Otoño,0.02697224967061924
CDMX,O3,2020-09-14,2020,9,0,Monday,38,Otoño,0.02507798481711525
CDMX,O3,2020-09-15,2020,9,1,Tuesday,38,Otoño,0.027443534726143422
CDMX,O3,2020-09-16,2020,9,2,Wednesday,38,Otoño,0.027958668315811175
CDMX,O3,2020-09-17,2020,9,3,Thursday,38,Otoño,0.0201257215007215
CDMX,O3,2020-09-18,2020,9,4,Friday,38,Otoño,0.01763434248500038
CDMX,O3,2020-09-19,2020,9,5,Saturday,38,Otoño,0.01792261904761905
CDMX,O3,2020-09-20,2020,9,6,Sunday,38,Otoño,0.031188956766917297
CDMX,O3,2020-09-21,2020,9,0,Monday,39,Otoño,0.022662558570338893
CDMX,O3,2020-09-22,2020,9,1,Tuesday,39,Otoño,0.034217690585005935
CDMX,O3,2020-09-23,2020,9,2,Wednesday,39,Otoño,0.03404759642160958
CDMX,O3,2020-09-24,2020,9,3,Thursday,39,Otoño,0.030079094516594518
CDMX,O3,2020-09-25,2020,9,4,Friday,39,Otoño,0.02571125541125541
CDMX,O3,2020-09-26,2020,9,5,Saturday,39,Otoño,0.026280158730158733
CDMX,O3,2020-09-27,2020,9,6,Sunday,39,Otoño,0.02740186335403727
CDMX,O3,2020-09-28,2020,9,0,Monday,40,Otoño,0.03240260770975057
CDMX,O3,2020-09-29,2020,9,1,Tuesday,40,Otoño,0.021191421261487053
CDMX,O3,2020-09-30,2020,9,2,Wednesday,40,Otoño,0.034767371553884714
CDMX,O3,2020-10-01,2020,10,3,Thursday,40,Otoño,0.02828787878787879
CDMX,O3,2020-10-02,2020,10,4,Friday,40,Otoño,0.03154356060606061
CDMX,O3,2020-10-03,2020,10,5,Saturday,40,Otoño,0.0381338924963925
CDMX,O3,2020-10-04,2020,10,6,Sunday,40,Otoño,0.03720914244485673
CDMX,O3,2020-10-05,2020,10,0,Monday,41,Otoño,0.03937085137085137
CDMX,O3,2020-10-06,2020,10,1,Tuesday,41,Otoño,0.03560983044733045
CDMX,O3,2020-10-07,2020,10,2,Wednesday,41,Otoño,0.0367594696969697
CDMX,O3,2020-10-08,2020,10,3,Thursday,41,Otoño,0.04039411976911977
CDMX,O3,2020-10-09,2020,10,4,Friday,41,Otoño,0.034212576896787424
CDMX,O3,2020-10-10,2020,10,5,Saturday,41,Otoño,0.040065244279529996
CDMX,O3,2020-10-11,2020,10,6,Sunday,41,Otoño,0.03696861471861471
CDMX,O3,2020-10-12,2020,10,0,Monday,42,Otoño,0.022861020923520922
CDMX,O3,2020-10-13,2020,10,1,Tuesday,42,Otoño,0.021759623015873017
CDMX,O3,2020-10-14,2020,10,2,Wednesday,42,Otoño,0.023714296497584542
CDMX,O3,2020-10-15,2020,10,3,Thursday,42,Otoño,0.02419291968599034
CDMX,O3,2020-10-16,2020,10,4,Friday,42,Otoño,0.01956902566033001
CDMX,O3,2020-10-17,2020,10,5,Saturday,42,Otoño,0.03306333031400966
CDMX,O3,2020-10-18,2020,10,6,Sunday,42,Otoño,0.029257774758454105
CDMX,O3,2020-10-19,2020,10,0,Monday,43,Otoño,0.02459028463987703
CDMX,O3,2020-10-20,2020,10,1,Tuesday,43,Otoño,0.028037069060166887
CDMX,O3,2020-10-21,2020,10,2,Wednesday,43,Otoño,0.029441660392747353
CDMX,O3,2020-10-22,2020,10,3,Thursday,43,Otoño,0.027153758077671123
CDMX,O3,2020-10-23,2020,10,4,Friday,43,Otoño,0.022602317150336313
CDMX,O3,2020-10-24,2020,10,5,Saturday,43,Otoño,0.023289930555555557
CDMX,O3,2020-10-25,2020,10,6,Sunday,43,Otoño,0.028406249999999997
CDMX,O3,2020-10-26,2020,10,0,Monday,44,Otoño,0.03297395833333334
CDMX,O3,2020-10-27,2020,10,1,Tuesday,44,Otoño,0.03758048222912353
CDMX,O3,2020-10-28,2020,10,2,Wednesday,44,Otoño,0.04467824083783711
CDMX,O3,2020-10-29,2020,10,3,Thursday,44,Otoño,0.033500582729468605
CDMX,O3,2020-10-30,2020,10,4,Friday,44,Otoño,0.03136616553736119
CDMX,O3,2020-10-31,2020,10,5,Saturday,44,Otoño,0.02979045893719807
CDMX,O3,2020-11-01,2020,11,6,Sunday,44,Otoño,0.020964186703996485
CDMX,O3,2020-11-02,2020,11,0,Monday,45,Otoño,0.032010375494071146
CDMX,O3,2020-11-03,2020,11,1,Tuesday,45,Otoño,0.028676816971848033
CDMX,O3,2020-11-04,2020,11,2,Wednesday,45,Otoño,0.021279632505175988
CDMX,O3,2020-11-05,2020,11,3,Thursday,45,Otoño,0.025030550065876154
CDMX,O3,2020-11-06,2020,11,4,Friday,45,Otoño,0.0295993906455863
CDMX,O3,2020-11-07,2020,11,5,Saturday,45,Otoño,0.032034480676328504
CDMX,O3,2020-11-08,2020,11,6,Sunday,45,Otoño,0.03655551630434783
CDMX,O3,2020-11-09,2020,11,0,Monday,46,Otoño,0.038933333333333334
CDMX,O3,2020-11-10,2020,11,1,Tuesday,46,Otoño,0.03572373490338165
CDMX,O3,2020-11-11,2020,11,2,Wednesday,46,Otoño,0.041067028985507244
CDMX,O3,2020-11-12,2020,11,3,Thursday,46,Otoño,0.043041968599033816
CDMX,O3,2020-11-13,2020,11,4,Friday,46,Otoño,0.031045777064119456
CDMX,O3,2020-11-14,2020,11,5,Saturday,46,Otoño,0.0373274788647343
CDMX,O3,2020-11-15,2020,11,6,Sunday,46,Otoño,0.031773333333333334
CDMX,O3,2020-11-16,2020,11,0,Monday,47,Otoño,0.025394375
CDMX,O3,2020-11-17,2020,11,1,Tuesday,47,Otoño,0.02009178743961353
CDMX,O3,2020-11-18,2020,11,2,Wednesday,47,Otoño,0.02053233393719807
CDMX,O3,2020-11-19,2020,11,3,Thursday,47,Otoño,0.023079692577953448
CDMX,O3,2020-11-20,2020,11,4,Friday,47,Otoño,0.011076318620992535
CDMX,O3,2020-11-21,2020,11,5,Saturday,47,Otoño,0.017222698412698415
CDMX,O3,2020-11-22,2020,11,6,Sunday,47,Otoño,0.020700208333333334
CDMX,O3,2020-11-23,2020,11,0,Monday,48,Otoño,0.021972895531400968
CDMX,O3,2020-11-24,2020,11,1,Tuesday,48,Otoño,0.022849278107158543
CDMX,O3,2020-11-25,2020,11,2,Wednesday,48,Otoño,0.029800946346432617
CDMX,O3,2020-11-26,2020,11,3,Thursday,48,Otoño,0.02431003321256039
CDMX,O3,2020-11-27,2020,11,4,Friday,48,Otoño,0.025492797854319592
CDMX,O3,2020-11-28,2020,11,5,Saturday,48,Otoño,0.029061666666666666
CDMX,O3,2020-11-29,2020,11,6,Sunday,48,Otoño,0.03995666666666667
CDMX,O3,2020-11-30,2020,11,0,Monday,49,Otoño,0.025413876262626266
CDMX,O3,2020-12-01,2020,12,1,Tuesday,49,Invierno,0.022548577898550724
CDMX,O3,2020-12-02,2020,12,2,Wednesday,49,Invierno,0.025618671223100572
CDMX,O3,2020-12-03,2020,12,3,Thursday,49,Invierno,0.021901488711426602
CDMX,O3,2020-12-04,2020,12,4,Friday,49,Invierno,0.016441219061735367
CDMX,O3,2020-12-05,2020,12,5,Saturday,49,Invierno,0.018667140151515153
CDMX,O3,2020-12-06,2020,12,6,Sunday,49,Invierno,0.021597297705314013
CDMX,O3,2020-12-07,2020,12,0,Monday,50,Invierno,0.018574371431708387
CDMX,O3,2020-12-08,2020,12,1,Tuesday,50,Invierno,0.020400996376811597
CDMX,O3,2020-12-09,2020,12,2,Wednesday,50,Invierno,0.023388809523809524
CDMX,O3,2020-12-10,2020,12,3,Thursday,50,Invierno,0.03294800120772947
CDMX,O3,2020-12-11,2020,12,4,Friday,50,Invierno,0.03349365640096618
CDMX,O3,2020-12-12,2020,12,5,Saturday,50,Invierno,0.02670986111111111
CDMX,O3,2020-12-13,2020,12,6,Sunday,50,Invierno,0.024916666666666667
CDMX,O3,2020-12-14,2020,12,0,Monday,51,Invierno,0.030610609903381644
CDMX,O3,2020-12-15,2020,12,1,Tuesday,51,Invierno,0.025554761904761907
CDMX,O3,2020-12-16,2020,12,2,Wednesday,51,Invierno,0.027178206521739134
CDMX,O3,2020-12-17,2020,12,3,Thursday,51,Invierno,0.028092128623188408
CDMX,O3,2020-12-18,2020,12,4,Friday,51,Invierno,0.025285471014492755
CDMX,O3,2020-12-19,2020,12,5,Saturday,51,Invierno,0.02985666666666667
CDMX,O3,2020-12-20,2020,12,6,Sunday,51,Invierno,0.033679829545454544
CDMX,O3,2020-12-21,2020,12,0,Monday,52,Invierno,0.028876031746031747
CDMX,O3,2020-12-22,2020,12,1,Tuesday,52,Invierno,0.029442400636802812
CDMX,O3,2020-12-23,2020,12,2,Wednesday,52,Invierno,0.0330568593544137
CDMX,O3,2020-12-24,2020,12,3,Thursday,52,Invierno,0.03350291666666667
CDMX,O3,2020-12-25,2020,12,4,Friday,52,Invierno,0.032588958333333334
CDMX,O3,2020-12-26,2020,12,5,Saturday,52,Invierno,0.027351077898550725
CDMX,O3,2020-12-27,2020,12,6,Sunday,52,Invierno,0.028017063492063492
CDMX,O3,2020-12-28,2020,12,0,Monday,53,Invierno,0.025928020833333332
CDMX,O3,2020-12-29,2020,12,1,Tuesday,53,Invierno,0.033176944444444446
CDMX,O3,2020-12-30,2020,12,2,Wednesday,53,Invierno,0.031867708333333335
CDMX,O3,2020-12-31,2020,12,3,Thursday,53,Invierno,0.03168761046019199
CDMX,O3,2021-01-01,2021,1,4,Friday,53,Invierno,0.029705757575757576
CDMX,O3,2021-01-02,2021,1,5,Saturday,53,Invierno,0.03342904761904762
CDMX,O3,2021-01-03,2021,1,6,Sunday,53,Invierno,0.027906944444444446
CDMX,O3,2021-01-04,2021,1,0,Monday,1,Invierno,0.029614505379885817
CDMX,O3,2021-01-05,2021,1,1,Tuesday,1,Invierno,0.029119444444444448
CDMX,O3,2021-01-06,2021,1,2,Wednesday,1,Invierno,0.02343236111111111
CDMX,O3,2021-01-07,2021,1,3,Thursday,1,Invierno,0.024706785714285712
CDMX,O3,2021-01-08,2021,1,4,Friday,1,Invierno,0.029800317460317458
CDMX,O3,2021-01-09,2021,1,5,Saturday,1,Invierno,0.02116159118357488
CDMX,O3,2021-01-10,2021,1,6,Sunday,1,Invierno,0.020754713164251207
CDMX,O3,2021-01-11,2021,1,0,Monday,2,Invierno,0.015693750000000003
CDMX,O3,2021-01-12,2021,1,1,Tuesday,2,Invierno,0.020234027777777778
CDMX,O3,2021-01-13,2021,1,2,Wednesday,2,Invierno,0.023338327961289918
CDMX,O3,2021-01-14,2021,1,3,Thursday,2,Invierno,0.017567678560225147
CDMX,O3,2021-01-15,2021,1,4,Friday,2,Invierno,0.024252765425999124
CDMX,O3,2021-01-16,2021,1,5,Saturday,2,Invierno,0.021903313021519544
CDMX,O3,2021-01-17,2021,1,6,Sunday,2,Invierno,0.013228672595520423
CDMX,O3,2021-01-18,2021,1,0,Monday,3,Invierno,0.020059613997114
CDMX,O3,2021-01-19,2021,1,1,Tuesday,3,Invierno,0.028795003607503606
CDMX,O3,2021-01-20,2021,1,2,Wednesday,3,Invierno,0.023018367346938778
CDMX,O3,2021-01-21,2021,1,3,Thursday,3,Invierno,0.02194702380952381
CDMX,O3,2021-01-22,2021,1,4,Friday,3,Invierno,0.032855853174603177
CDMX,O3,2021-01-23,2021,1,5,Saturday,3,Invierno,0.03657897727272728
CDMX,O3,2021-01-24,2021,1,6,Sunday,3,Invierno,0.030450757575757575
CDMX,O3,2021-01-25,2021,1,0,Monday,4,Invierno,0.028907610092149566
CDMX,O3,2021-01-26,2021,1,1,Tuesday,4,Invierno,0.03136580831162875
CDMX,O3,2021-01-27,2021,1,2,Wednesday,4,Invierno,0.028046848125215
CDMX,O3,2021-01-28,2021,1,3,Thursday,4,Invierno,0.029674509189640774
CDMX,O3,2021-01-29,2021,1,4,Friday,4,Invierno,0.02871013708513709
CDMX,O3,2021-01-30,2021,1,5,Saturday,4,Invierno,0.033505681818181816
CDMX,O3,2021-01-31,2021,1,6,Sunday,4,Invierno,0.03168032296650718
CDMX,O3,2021-02-01,2021,2,0,Monday,5,Invierno,0.030461038961038963
CDMX,O3,2021-02-02,2021,2,1,Tuesday,5,Invierno,0.01951898733576365
CDMX,O3,2021-02-03,2021,2,2,Wednesday,5,Invierno,0.021613636363636363
CDMX,O3,2021-02-04,2021,2,3,Thursday,5,Invierno,0.031259910192147036
CDMX,O3,2021-02-05,2021,2,4,Friday,5,Invierno,0.04145115044555834
CDMX,O3,2021-02-06,2021,2,5,Saturday,5,Invierno,0.036986157694071785
CDMX,O3,2021-02-07,2021,2,6,Sunday,5,Invierno,0.04050654413812309
CDMX,O3,2021-02-08,2021,2,0,Monday,6,Invierno,0.030154361598440548
CDMX,O3,2021-02-09,2021,2,1,Tuesday,6,Invierno,0.03251951754385965
CDMX,O3,2021-02-10,2021,2,2,Wednesday,6,Invierno,0.026830853174603177
CDMX,O3,2021-02-11,2021,2,3,Thursday,6,Invierno,0.0186687082289056
CDMX,O3,2021-02-12,2021,2,4,Friday,6,Invierno,0.01667463768115942
CDMX,O3,2021-02-13,2021,2,5,Saturday,6,Invierno,0.02507928913192071
CDMX,O3,2021-02-14,2021,2,6,Sunday,6,Invierno,0.029643939393939393
CDMX,O3,2021-02-15,2021,2,0,Monday,7,Invierno,0.031891107503607505
CDMX,O3,2021-02-16,2021,2,1,Tuesday,7,Invierno,0.028537532659262538
CDMX,O3,2021-02-17,2021,2,2,Wednesday,7,Invierno,0.029376937134502925
CDMX,O3,2021-02-18,2021,2,3,Thursday,7,Invierno,0.03060603592314119
CDMX,O3,2021-02-19,2021,2,4,Friday,7,Invierno,0.03482380952380953
CDMX,O3,2021-02-20,2021,2,5,Saturday,7,Invierno,0.03457061403508772
CDMX,O3,2021-02-21,2021,2,6,Sunday,7,Invierno,0.04491875000000001
CDMX,O3,2021-02-22,2021,2,0,Monday,8,Invierno,0.036626267056530215
CDMX,O3,2021-02-23,2021,2,1,Tuesday,8,Invierno,0.03530811403508772
CDMX,O3,2021-02-24,2021,2,2,Wednesday,8,Invierno,0.02648106535277588
CDMX,O3,2021-02-25,2021,2,3,Thursday,8,Invierno,0.03859623788909503
CDMX,O3,2021-02-26,2021,2,4,Friday,8,Invierno,0.04286515405361229
CDMX,O3,2021-02-27,2021,2,5,Saturday,8,Invierno,0.04795380434782609
CDMX,O3,2021-02-28,2021,2,6,Sunday,8,Invierno,0.04757065217391304
CDMX,O3,2021-03-01,2021,3,0,Monday,9,Primavera,0.04668857048748353
CDMX,O3,2021-03-02,2021,3,1,Tuesday,9,Primavera,0.0497250964615095
CDMX,O3,2021-03-03,2021,3,2,Wednesday,9,Primavera,0.045277809147374365
CDMX,O3,2021-03-04,2021,3,3,Thursday,9,Primavera,0.04098629148629149
CDMX,O3,2021-03-05,2021,3,4,Friday,9,Primavera,0.03476655749221539
CDMX,O3,2021-03-06,2021,3,5,Saturday,9,Primavera,0.037446789321789326
CDMX,O3,2021-03-07,2021,3,6,Sunday,9,Primavera,0.028186814574314576
CDMX,O3,2021-03-08,2021,3,0,Monday,10,Primavera,0.02465967712842713
CDMX,O3,2021-03-09,2021,3,1,Tuesday,10,Primavera,0.029329004329004333
CDMX,O3,2021-03-10,2021,3,2,Wednesday,10,Primavera,0.023189213564213565
CDMX,O3,2021-03-11,2021,3,3,Thursday,10,Primavera,0.031191319248384464
CDMX,O3,2021-03-12,2021,3,4,Friday,10,Primavera,0.03394606389986825
CDMX,O3,2021-03-13,2021,3,5,Saturday,10,Primavera,0.037956803085199824
CDMX,O3,2021-03-14,2021,3,6,Sunday,10,Primavera,0.04000063817523057
CDMX,O3,2021-03-15,2021,3,0,Monday,11,Primavera,0.03872058316080055
CDMX,O3,2021-03-16,2021,3,1,Tuesday,11,Primavera,0.0316469724418094
CDMX,O3,2021-03-17,2021,3,2,Wednesday,11,Primavera,0.035738787329819936
CDMX,O3,2021-03-18,2021,3,3,Thursday,11,Primavera,0.03544285929951691
CDMX,O3,2021-03-19,2021,3,4,Friday,11,Primavera,0.030778820816864297
CDMX,O3,2021-03-20,2021,3,5,Saturday,11,Primavera,0.032616436100131756
CDMX,O3,2021-03-21,2021,3,6,Sunday,11,Primavera,0.03840052700922266
CDMX,O3,2021-03-22,2021,3,0,Monday,12,Primavera,0.0317819660110421
CDMX,O3,2021-03-23,2021,3,1,Tuesday,12,Primavera,0.030045289855072464
CDMX,O3,2021-03-24,2021,3,2,Wednesday,12,Primavera,0.03038696750109794
CDMX,O3,2021-03-25,2021,3,3,Thursday,12,Primavera,0.03509190409530084
CDMX,O3,2021-03-26,2021,3,4,Friday,12,Primavera,0.03632087058472928
CDMX,O3,2021-03-27,2021,3,5,Saturday,12,Primavera,0.042079833662714096
CDMX,O3,2021-03-28,2021,3,6,Sunday,12,Primavera,0.03829974237718803
CDMX,O3,2021-03-29,2021,3,0,Monday,13,Primavera,0.034409502635046114
CDMX,O3,2021-03-30,2021,3,1,Tuesday,13,Primavera,0.03941306567917022
CDMX,O3,2021-03-31,2021,3,2,Wednesday,13,Primavera,0.03697909804567413
CDMX,O3,2021-04-01,2021,4,3,Thursday,13,Primavera,0.03053723375054897
CDMX,O3,2021-04-02,2021,4,4,Friday,13,Primavera,0.026240413647343
CDMX,O3,2021-04-03,2021,4,5,Saturday,13,Primavera,0.030177687198067637
CDMX,O3,2021-04-04,2021,4,6,Sunday,13,Primavera,0.035654815821256035
CDMX,O3,2021-04-05,2021,4,0,Monday,14,Primavera,0.029394419740887134
CDMX,O3,2021-04-06,2021,4,1,Tuesday,14,Primavera,0.033485401570048305
CDMX,O3,2021-04-07,2021,4,2,Wednesday,14,Primavera,0.03938092638339921
CDMX,O3,2021-04-08,2021,4,3,Thursday,14,Primavera,0.045941534914361
CDMX,O3,2021-04-09,2021,4,4,Friday,14,Primavera,0.04624807469100947
CDMX,O3,2021-04-10,2021,4,5,Saturday,14,Primavera,0.04606773088023088
CDMX,O3,2021-04-11,2021,4,6,Sunday,14,Primavera,0.046000000000000006
CDMX,O3,2021-04-12,2021,4,0,Monday,15,Primavera,0.04302895021645022
CDMX,O3,2021-04-13,2021,4,1,Tuesday,15,Primavera,0.044789147426647434
CDMX,O3,2021-04-14,2021,4,2,Wednesday,15,Primavera,0.04203093434343435
CDMX,O3,2021-04-15,2021,4,3,Thursday,15,Primavera,0.04519044011544012
CDMX,O3,2021-04-16,2021,4,4,Friday,15,Primavera,0.0479873642439432
CDMX,O3,2021-04-17,2021,4,5,Saturday,15,Primavera,0.04168789682539683
CDMX,O3,2021-04-18,2021,4,6,Sunday,15,Primavera,0.035863087003576134
CDMX,O3,2021-04-19,2021,4,0,Monday,16,Primavera,0.03568758626639062
CDMX,O3,2021-04-20,2021,4,1,Tuesday,16,Primavera,0.040833285830801355
CDMX,O3,2021-04-21,2021,4,2,Wednesday,16,Primavera,0.04131203337725077
CDMX,O3,2021-04-22,2021,4,3,Thursday,16,Primavera,0.045075042270531405
CDMX,O3,2021-04-23,2021,4,4,Friday,16,Primavera,0.044937424516908214
CDMX,O3,2021-04-24,2021,4,5,Saturday,16,Primavera,0.04877477021770501
CDMX,O3,2021-04-25,2021,4,6,Sunday,16,Primavera,0.04519704212383241
CDMX,O3,2021-04-26,2021,4,0,Monday,17,Primavera,0.050584022614893906
CDMX,O3,2021-04-27,2021,4,1,Tuesday,17,Primavera,0.0497936507936508
CDMX,O3,2021-04-28,2021,4,2,Wednesday,17,Primavera,0.049069231791600214
CDMX,O3,2021-04-29,2021,4,3,Thursday,17,Primavera,0.04316394927536232
CDMX,O3,2021-04-30,2021,4,4,Friday,17,Primavera,0.03403883948177427
CDMX,O3,2021-05-01,2021,5,5,Saturday,17,Primavera,0.03479792097998619
CDMX,O3,2021-05-02,2021,5,6,Sunday,17,Primavera,0.03677652777777778
CDMX,O3,2021-05-03,2021,5,0,Monday,18,Primavera,0.03415166666666667
CDMX,O3,2021-05-04,2021,5,1,Tuesday,18,Primavera,0.043349118589743586
CDMX,O3,2021-05-05,2021,5,2,Wednesday,18,Primavera,0.04199519230769231
CDMX,O3,2021-05-06,2021,5,3,Thursday,18,Primavera,0.03479096008627711
CDMX,O3,2021-05-07,2021,5,4,Friday,18,Primavera,0.036577477980285954
CDMX,O3,2021-05-08,2021,5,5,Saturday,18,Primavera,0.04032509072717406
CDMX,O3,2021-05-09,2021,5,6,Sunday,18,Primavera,0.04239770723104056
CDMX,O3,2021-05-10,2021,5,0,Monday,19,Primavera,0.04600181878306878
CDMX,O3,2021-05-11,2021,5,1,Tuesday,19,Primavera,0.03868712267670601
CDMX,O3,2021-05-12,2021,5,2,Wednesday,19,Primavera,0.035432809235517566
CDMX,O3,2021-05-13,2021,5,3,Thursday,19,Primavera,0.02375959956072025
CDMX,O3,2021-05-14,2021,5,4,Friday,19,Primavera,0.02568860381317278
CDMX,O3,2021-05-15,2021,5,5,Saturday,19,Primavera,0.029732655993431858
CDMX,O3,2021-05-16,2021,5,6,Sunday,19,Primavera,0.04037492778081859
CDMX,O3,2021-05-17,2021,5,0,Monday,20,Primavera,0.043640261053335766
CDMX,O3,2021-05-18,2021,5,1,Tuesday,20,Primavera,0.040510344827586205
CDMX,O3,2021-05-19,2021,5,2,Wednesday,20,Primavera,0.042145091549042696
CDMX,O3,2021-05-20,2021,5,3,Thursday,20,Primavera,0.04743955603038936
