ciudad,fecha,anio,mes,dia_semana,nombre_dia,semana,estacion_anio,CO,NO2,O3,PM25,SO2
Guadalajara,2021-10-25,2021,10,0,Monday,43,Otoño,0.5548611111111111,0.017583333333333333,0.009583333333333334,,0.0011597222222222224
Guadalajara,2021-10-26,2021,10,1,Tuesday,43,Otoño,0.5147222222222222,0.0135,0.014266666666666665,13.0,0.0012986111111111113
Guadalajara,2021-10-27,2021,10,2,Wednesday,43,Otoño,0.6113888888888889,0.007458333333333333,0.018141666666666667,17.85,0.0008416666666666668
Guadalajara,2021-10-28,2021,10,3,Thursday,43,Otoño,0.9466666666666667,0.023819444444444445,0.018641666666666667,44.3,0.0013000000000000002
Guadalajara,2021-10-29,2021,10,4,Friday,43,Otoño,0.8275,0.020763888888888887,0.025979166666666664,47.04761904761905,0.0017083333333333334
Guadalajara,2021-10-30,2021,10,5,Saturday,43,Otoño,0.7777083333333333,0.015541666666666667,0.024472222222222225,23.666666666666668,0.0013583333333333336
Guadalajara,2021-10-31,2021,10,6,Sunday,43,Otoño,1.0630208333333333,0.01891666666666667,0.016493055555555556,21.916666666666668,0.0012916666666666667
Guadalajara,2021-11-01,2021,11,0,Monday,44,Otoño,0.7341666666666667,0.016388888888888887,0.024319444444444446,37.857142857142854,0.0013958333333333333
Guadalajara,2021-11-02,2021,11,1,Tuesday,44,Otoño,0.9483333333333333,0.01873611111111111,0.02173333333333333,24.8,0.0013416666666666666
Guadalajara,2021-11-03,2021,11,2,Wednesday,44,Otoño,0.9221875,0.026875,0.02124166666666667,51.68181818181818,0.0011458333333333333
Guadalajara,2021-11-04,2021,11,3,Thursday,44,Otoño,0.8395833333333332,0.01959722222222222,0.025483333333333334,35.904761904761905,0.0007916666666666666
Guadalajara,2021-11-05,2021,11,4,Friday,44,Otoño,1.06,0.02266666666666667,0.023408333333333333,47.583333333333336,0.001175
Guadalajara,2021-11-06,2021,11,5,Saturday,44,Otoño,1.1128333333333333,0.02291666666666667,0.018925,65.3157894736842,0.00125
