"Parámetro","Fecha","Hora","SO : Santa Catarina","NO : San Bernabé","CE : Obispado","NE : San Nicolás","SE : ITNL","N : Escobedo","NO2 : García","NE2 : Apodaca","SE2 : Juárez","SO2 : San Pedro","SE3 : Cadereyta","N2 : UANL","SUR : Preparatoria ITESM Eugenio Garza Lagüera","NE3 : Pesquería","NO3 : Misión San Juan","Unidad"
"O3","2020-01-01","0"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","1"," - - - - "," - - - - ","0.019"," - - - - ","0.019"," - - - - ","0.024"," - - - - "," - - - - ","0.008","0.025"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","2"," - - - - "," - - - - ","0.018"," - - - - ","0.019"," - - - - ","0.02"," - - - - "," - - - - ","0.01","0.022"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","3"," - - - - "," - - - - ","0.014"," - - - - ","0.019"," - - - - ","0.02"," - - - - "," - - - - ","0.007","0.021"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","4"," - - - - "," - - - - ","0.005"," - - - - ","0.016"," - - - - ","0.02"," - - - - "," - - - - ","0.003","0.022"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","5"," - - - - "," - - - - ","0.003"," - - - - ","0.013"," - - - - ","0.017"," - - - - "," - - - - ","0.003","0.024"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","6"," - - - - "," - - - - ","0.004"," - - - - ","0.015"," - - - - ","0.011"," - - - - "," - - - - ","0.003","0.024"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","7"," - - - - "," - - - - ","0.005"," - - - - ","0.01"," - - - - ","0.01"," - - - - "," - - - - "," - - - - ","0.021"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","8"," - - - - "," - - - - ","0.004"," - - - - ","0.012"," - - - - ","0.02"," - - - - "," - - - - ","0.002","0.02"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","9"," - - - - "," - - - - ","0.006"," - - - - ","0.007"," - - - - ","0.022"," - - - - "," - - - - ","0.003","0.018"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","10"," - - - - "," - - - - ","0.008"," - - - - ","0.008"," - - - - ","0.022"," - - - - "," - - - - ","0.004","0.015"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","11"," - - - - "," - - - - ","0.009"," - - - - ","0.009"," - - - - ","0.027"," - - - - "," - - - - ","0.005","0.012"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","12"," - - - - "," - - - - ","0.01"," - - - - ","0.01"," - - - - ","0.034"," - - - - "," - - - - ","0.007","0.009"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","13"," - - - - "," - - - - ","0.012"," - - - - ","0.008"," - - - - ","0.038"," - - - - "," - - - - ","0.012","0.009"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","14"," - - - - "," - - - - ","0.021"," - - - - ","0.016"," - - - - ","0.043"," - - - - "," - - - - ","0.021","0.009"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","15"," - - - - "," - - - - ","0.026"," - - - - ","0.025"," - - - - ","0.047"," - - - - "," - - - - ","0.025","0.01"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","16"," - - - - "," - - - - ","0.022"," - - - - ","0.024"," - - - - ","0.052"," - - - - "," - - - - ","0.023","0.009"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","17"," - - - - "," - - - - ","0.03"," - - - - ","0.024"," - - - - ","0.045"," - - - - "," - - - - ","0.028","0.013"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","18"," - - - - "," - - - - ","0.03"," - - - - ","0.027"," - - - - ","0.036"," - - - - "," - - - - ","0.029","0.016"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","19"," - - - - "," - - - - ","0.017"," - - - - ","0.026"," - - - - ","0.026"," - - - - "," - - - - ","0.028","0.014"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","20"," - - - - "," - - - - ","0.023"," - - - - ","0.021"," - - - - ","0.022"," - - - - "," - - - - ","0.03","0.012"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","21"," - - - - "," - - - - ","0.027"," - - - - ","0.028"," - - - - ","0.017"," - - - - "," - - - - ","0.031"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","22"," - - - - "," - - - - ","0.025"," - - - - ","0.032"," - - - - ","0.017"," - - - - "," - - - - ","0.029","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-01","23"," - - - - "," - - - - ","0.018"," - - - - ","0.03"," - - - - ","0.016"," - - - - "," - - - - ","0.03"," - - - - "," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","0"," - - - - "," - - - - ","0.022"," - - - - ","0.027"," - - - - ","0.016"," - - - - "," - - - - ","0.029","0.013"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","1"," - - - - "," - - - - ","0.027"," - - - - ","0.03"," - - - - ","0.018"," - - - - "," - - - - ","0.026","0.016"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","2"," - - - - "," - - - - ","0.025"," - - - - ","0.026"," - - - - ","0.017"," - - - - "," - - - - ","0.025","0.016"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","3"," - - - - "," - - - - ","0.024"," - - - - ","0.027"," - - - - ","0.017"," - - - - "," - - - - ","0.025","0.013"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","4"," - - - - "," - - - - ","0.023"," - - - - ","0.029"," - - - - ","0.018"," - - - - "," - - - - ","0.029","0.01"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","5"," - - - - "," - - - - ","0.032"," - - - - ","0.033"," - - - - ","0.015"," - - - - "," - - - - ","0.027","0.008"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","6"," - - - - "," - - - - ","0.023"," - - - - ","0.024"," - - - - ","0.015"," - - - - "," - - - - ","0.012","0.007"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","7"," - - - - "," - - - - ","0.015"," - - - - ","0.007"," - - - - ","0.013"," - - - - "," - - - - ","0.013","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","8"," - - - - "," - - - - ","0.01"," - - - - ","0.009"," - - - - ","0.013"," - - - - "," - - - - ","0.013","0.007"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","9"," - - - - "," - - - - ","0.008"," - - - - ","0.005"," - - - - ","0.017"," - - - - "," - - - - ","0.016","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","10"," - - - - "," - - - - ","0.01"," - - - - ","0.007"," - - - - ","0.017"," - - - - "," - - - - ","0.019","0.009"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","11"," - - - - "," - - - - ","0.02"," - - - - ","0.022"," - - - - ","0.02"," - - - - "," - - - - ","0.026","0.021"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","12"," - - - - "," - - - - ","0.028"," - - - - ","0.028"," - - - - ","0.03"," - - - - "," - - - - ","0.037","0.027"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","13"," - - - - "," - - - - ","0.03"," - - - - ","0.03"," - - - - ","0.041"," - - - - "," - - - - ","0.035","0.029"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","14"," - - - - "," - - - - ","0.034"," - - - - ","0.034"," - - - - ","0.046"," - - - - "," - - - - ","0.031","0.029"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","15"," - - - - "," - - - - ","0.033"," - - - - ","0.034"," - - - - ","0.038"," - - - - "," - - - - ","0.035","0.028"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","16"," - - - - "," - - - - ","0.027"," - - - - ","0.031"," - - - - ","0.034"," - - - - "," - - - - ","0.024","0.028"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","17"," - - - - "," - - - - ","0.026"," - - - - ","0.032"," - - - - ","0.033"," - - - - "," - - - - ","0.027","0.026"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","18"," - - - - "," - - - - ","0.013"," - - - - ","0.023"," - - - - ","0.026"," - - - - "," - - - - ","0.024","0.017"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","19"," - - - - "," - - - - ","0.005"," - - - - ","0.004"," - - - - ","0.023"," - - - - "," - - - - ","0.017","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","20"," - - - - "," - - - - ","0.005"," - - - - ","0.003"," - - - - ","0.019"," - - - - "," - - - - ","0.01","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","21"," - - - - "," - - - - ","0.005"," - - - - ","0.003"," - - - - ","0.017"," - - - - "," - - - - ","0.003","0.007"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","22"," - - - - "," - - - - ","0.007"," - - - - ","0.003"," - - - - ","0.014"," - - - - "," - - - - ","0.006","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-02","23"," - - - - "," - - - - ","0.008"," - - - - ","0.006"," - - - - ","0.013"," - - - - "," - - - - ","0.007","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","0"," - - - - "," - - - - ","0.008"," - - - - ","0.006"," - - - - ","0.013"," - - - - "," - - - - ","0.008","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","1"," - - - - "," - - - - ","0.008"," - - - - ","0.007"," - - - - ","0.013"," - - - - "," - - - - ","0.006","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","2"," - - - - "," - - - - ","0.007"," - - - - ","0.003"," - - - - "," - - - - "," - - - - "," - - - - ","0.015","0.021"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","3"," - - - - "," - - - - ","0.016"," - - - - ","0.004"," - - - - "," - - - - "," - - - - "," - - - - ","0.036","0.028"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","4"," - - - - "," - - - - ","0.016"," - - - - ","0.003"," - - - - ","0.012"," - - - - "," - - - - ","0.029","0.018"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","5"," - - - - "," - - - - ","0.019"," - - - - ","0.009"," - - - - ","0.009"," - - - - "," - - - - ","0.028","0.008"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","6"," - - - - "," - - - - ","0.015"," - - - - ","0.019"," - - - - ","0.009"," - - - - "," - - - - ","0.03","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","7"," - - - - "," - - - - ","0.011"," - - - - ","0.009"," - - - - ","0.009"," - - - - "," - - - - ","0.015","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","8"," - - - - "," - - - - ","0.011"," - - - - ","0.006"," - - - - ","0.01"," - - - - "," - - - - ","0.011","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","9"," - - - - "," - - - - ","0.04"," - - - - ","0.018"," - - - - ","0.013"," - - - - "," - - - - ","0.015","0.012"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","10"," - - - - "," - - - - ","0.042"," - - - - ","0.026"," - - - - ","0.017"," - - - - "," - - - - ","0.031","0.021"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","11"," - - - - "," - - - - ","0.044"," - - - - ","0.032"," - - - - ","0.022"," - - - - "," - - - - ","0.035","0.032"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","12"," - - - - "," - - - - ","0.044"," - - - - ","0.035"," - - - - ","0.03"," - - - - "," - - - - ","0.036","0.034"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","13"," - - - - "," - - - - ","0.046"," - - - - ","0.037"," - - - - ","0.041"," - - - - "," - - - - ","0.035","0.036"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","14"," - - - - "," - - - - ","0.049"," - - - - "," - - - - "," - - - - ","0.041"," - - - - "," - - - - ","0.04","0.037"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","15"," - - - - "," - - - - ","0.051"," - - - - ","0.043"," - - - - ","0.042"," - - - - "," - - - - ","0.043","0.039"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","16"," - - - - "," - - - - ","0.051"," - - - - ","0.042"," - - - - ","0.041"," - - - - "," - - - - ","0.044","0.04"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","17"," - - - - "," - - - - ","0.049"," - - - - ","0.041"," - - - - ","0.036"," - - - - "," - - - - ","0.043","0.038"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","18"," - - - - "," - - - - ","0.048"," - - - - ","0.036"," - - - - ","0.032"," - - - - "," - - - - ","0.037","0.036"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","19"," - - - - "," - - - - ","0.046"," - - - - ","0.038"," - - - - ","0.024"," - - - - "," - - - - ","0.026","0.028"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","20"," - - - - "," - - - - ","0.047"," - - - - ","0.019"," - - - - ","0.018"," - - - - "," - - - - ","0.019","0.033"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","21"," - - - - "," - - - - ","0.037"," - - - - ","0.026"," - - - - ","0.016"," - - - - "," - - - - ","0.026","0.029"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","22"," - - - - "," - - - - ","0.039"," - - - - ","0.015"," - - - - ","0.014"," - - - - "," - - - - ","0.029","0.031"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-03","23"," - - - - "," - - - - ","0.043"," - - - - ","0.017"," - - - - ","0.014"," - - - - "," - - - - ","0.028","0.028"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","0"," - - - - "," - - - - ","0.032"," - - - - ","0.017"," - - - - ","0.014"," - - - - "," - - - - ","0.03","0.02"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","1"," - - - - "," - - - - ","0.013"," - - - - ","0.019"," - - - - "," - - - - "," - - - - "," - - - - ","0.026","0.016"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","2"," - - - - "," - - - - ","0.021"," - - - - ","0.011"," - - - - ","0.013"," - - - - "," - - - - ","0.01","0.012"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","3"," - - - - "," - - - - ","0.015"," - - - - ","0.006"," - - - - ","0.012"," - - - - "," - - - - ","0.012","0.012"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","4"," - - - - "," - - - - ","0.008"," - - - - ","0.005"," - - - - ","0.01"," - - - - "," - - - - ","0.013","0.007"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","5"," - - - - "," - - - - ","0.006"," - - - - ","0.007"," - - - - ","0.009"," - - - - "," - - - - ","0.009","0.008"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","6"," - - - - "," - - - - ","0.006"," - - - - ","0.005"," - - - - ","0.008"," - - - - "," - - - - ","0.011","0.008"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","7"," - - - - "," - - - - ","0.008"," - - - - ","0.003"," - - - - ","0.008"," - - - - "," - - - - ","0.012","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","8"," - - - - "," - - - - ","0.009"," - - - - ","0.003"," - - - - ","0.011"," - - - - "," - - - - ","0.006","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","9"," - - - - "," - - - - ","0.01"," - - - - ","0.006"," - - - - ","0.013"," - - - - "," - - - - ","0.008","0.007"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","10"," - - - - "," - - - - ","0.015"," - - - - ","0.014"," - - - - ","0.019"," - - - - "," - - - - ","0.018","0.016"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","11"," - - - - "," - - - - ","0.027"," - - - - ","0.026"," - - - - ","0.025"," - - - - "," - - - - ","0.022","0.027"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","12"," - - - - "," - - - - ","0.035"," - - - - ","0.035"," - - - - ","0.032"," - - - - "," - - - - ","0.03","0.036"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","13"," - - - - "," - - - - ","0.04"," - - - - ","0.041"," - - - - ","0.044"," - - - - "," - - - - ","0.03","0.037"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","14"," - - - - "," - - - - ","0.04"," - - - - ","0.044"," - - - - ","0.043"," - - - - "," - - - - ","0.033","0.039"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","15"," - - - - "," - - - - ","0.046"," - - - - ","0.048"," - - - - ","0.036"," - - - - "," - - - - ","0.036","0.042"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","16"," - - - - "," - - - - ","0.05"," - - - - ","0.051"," - - - - ","0.035"," - - - - "," - - - - ","0.039","0.045"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","17"," - - - - "," - - - - ","0.051"," - - - - ","0.047"," - - - - ","0.031"," - - - - "," - - - - ","0.041","0.043"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","18"," - - - - "," - - - - ","0.043"," - - - - ","0.043"," - - - - ","0.027"," - - - - "," - - - - ","0.032","0.035"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","19"," - - - - "," - - - - ","0.034"," - - - - ","0.018"," - - - - ","0.023"," - - - - "," - - - - ","0.027","0.02"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","20"," - - - - "," - - - - ","0.046"," - - - - ","0.003"," - - - - ","0.019"," - - - - "," - - - - ","0.019","0.013"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","21"," - - - - "," - - - - ","0.038"," - - - - ","0.003"," - - - - ","0.016"," - - - - "," - - - - ","0.016","0.013"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","22"," - - - - "," - - - - ","0.017"," - - - - ","0.003"," - - - - ","0.015"," - - - - "," - - - - ","0.011","0.009"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-04","23"," - - - - "," - - - - ","0.008"," - - - - "," - - - - "," - - - - ","0.014"," - - - - "," - - - - ","0.006","0.007"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","0"," - - - - "," - - - - ","0.008"," - - - - "," - - - - "," - - - - ","0.013"," - - - - "," - - - - ","0.017","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","1"," - - - - "," - - - - ","0.008"," - - - - "," - - - - "," - - - - ","0.013"," - - - - "," - - - - ","0.021","0.014"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","2"," - - - - "," - - - - "," - - - - "," - - - - ","0.007"," - - - - ","0.013"," - - - - "," - - - - ","0.021","0.019"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","3"," - - - - "," - - - - "," - - - - "," - - - - ","0.005"," - - - - ","0.012"," - - - - "," - - - - ","0.015","0.011"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","4"," - - - - "," - - - - "," - - - - "," - - - - ","0.003"," - - - - ","0.011"," - - - - "," - - - - ","0.019","0.023"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","5"," - - - - "," - - - - ","0.007"," - - - - ","0.003"," - - - - ","0.011"," - - - - "," - - - - ","0.017","0.02"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","6"," - - - - "," - - - - ","0.01"," - - - - ","0.003"," - - - - ","0.011"," - - - - "," - - - - ","0.022","0.021"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","7"," - - - - "," - - - - ","0.008"," - - - - "," - - - - "," - - - - ","0.01"," - - - - "," - - - - ","0.017","0.013"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","8"," - - - - "," - - - - ","0.012"," - - - - ","0.007"," - - - - ","0.01"," - - - - "," - - - - ","0.012","0.007"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","9"," - - - - "," - - - - ","0.018"," - - - - ","0.012"," - - - - ","0.012"," - - - - "," - - - - ","0.021","0.009"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","10"," - - - - "," - - - - ","0.023"," - - - - ","0.017"," - - - - ","0.016"," - - - - "," - - - - ","0.025","0.014"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","11"," - - - - "," - - - - ","0.03"," - - - - ","0.02"," - - - - ","0.021"," - - - - "," - - - - ","0.028","0.019"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","12"," - - - - "," - - - - ","0.032"," - - - - ","0.032"," - - - - ","0.031"," - - - - "," - - - - ","0.031","0.029"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","13"," - - - - "," - - - - ","0.034"," - - - - ","0.046"," - - - - ","0.037"," - - - - "," - - - - ","0.032","0.039"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","14"," - - - - "," - - - - ","0.057"," - - - - ","0.053"," - - - - ","0.037"," - - - - "," - - - - ","0.035","0.046"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","15"," - - - - "," - - - - ","0.065"," - - - - ","0.058"," - - - - ","0.033"," - - - - "," - - - - ","0.054","0.05"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","16"," - - - - "," - - - - ","0.069"," - - - - ","0.061"," - - - - ","0.028"," - - - - "," - - - - ","0.06","0.051"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","17"," - - - - "," - - - - ","0.069"," - - - - ","0.06"," - - - - ","0.025"," - - - - "," - - - - ","0.058","0.049"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","18"," - - - - "," - - - - ","0.06"," - - - - ","0.05"," - - - - "," - - - - "," - - - - "," - - - - ","0.044","0.042"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","19"," - - - - "," - - - - ","0.037"," - - - - ","0.008"," - - - - ","0.02"," - - - - "," - - - - ","0.041","0.022"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","20"," - - - - "," - - - - ","0.023"," - - - - ","0.004"," - - - - ","0.016"," - - - - "," - - - - ","0.035","0.012"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","21"," - - - - "," - - - - ","0.008"," - - - - ","0.003"," - - - - ","0.014"," - - - - "," - - - - ","0.02","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","22"," - - - - "," - - - - ","0.01"," - - - - ","0.003"," - - - - ","0.014"," - - - - "," - - - - ","0.017","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-05","23"," - - - - "," - - - - ","0.01"," - - - - ","0.003"," - - - - ","0.013"," - - - - "," - - - - ","0.016","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-06","0"," - - - - "," - - - - ","0.008"," - - - - ","0.005"," - - - - ","0.013"," - - - - "," - - - - ","0.018","0.011"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-06","1"," - - - - "," - - - - ","0.01"," - - - - ","0.015"," - - - - ","0.012"," - - - - "," - - - - ","0.011","0.016"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-06","2"," - - - - "," - - - - ","0.012"," - - - - ","0.012"," - - - - ","0.011"," - - - - "," - - - - ","0.02","0.022"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-06","3"," - - - - "," - - - - ","0.016"," - - - - ","0.013"," - - - - ","0.011"," - - - - "," - - - - ","0.018","0.018"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-06","4"," - - - - "," - - - - ","0.021"," - - - - ","0.016"," - - - - ","0.011"," - - - - "," - - - - ","0.019","0.013"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-06","5"," - - - - "," - - - - ","0.016"," - - - - ","0.02"," - - - - ","0.01"," - - - - "," - - - - ","0.021","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-06","6"," - - - - "," - - - - ","0.008"," - - - - ","0.019"," - - - - ","0.011"," - - - - "," - - - - ","0.02","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-06","7"," - - - - "," - - - - ","0.01"," - - - - ","0.01"," - - - - ","0.012"," - - - - "," - - - - ","0.009","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-06","8"," - - - - "," - - - - ","0.007"," - - - - ","0.005"," - - - - ","0.013"," - - - - "," - - - - ","0.004","0.006"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-06","9"," - - - - "," - - - - ","0.01"," - - - - ","0.006"," - - - - ","0.015"," - - - - "," - - - - ","0.008","0.009"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-06","10"," - - - - "," - - - - ","0.013"," - - - - ","0.011"," - - - - ","0.018"," - - - - "," - - - - ","0.02","0.016"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-06","11"," - - - - "," - - - - ","0.024"," - - - - ","0.02"," - - - - ","0.022"," - - - - "," - - - - ","0.028","0.028"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
"O3","2020-01-06","12"," - - - - "," - - - - ","0.033"," - - - - ","0.026"," - - - - ","0.029"," - - - - "," - - - - ","0.03","0.038"," - - - - "," - - - - "," - - - - "," - - - - ","ppm"
